OrthologID	GeneSymbol(2019)	TAEGU_ENSEMBL_gID_rel67
8861	PER2	ENSTGUG00000005357
8862	DYNLL2	ENSTGUG00000008415
8863	CAB39	ENSTGUG00000005413
8864	TM9SF3	ENSTGUG00000007294
8865	TCOF1	ENSTGUG00000000867
8866	GJB1	ENSTGUG00000007127
8867	ENSGALT00000008892	ENSTGUG00000018423
8868	GPR35	ENSTGUG00000005451
8869	ST6GAL1	ENSTGUG00000005456
8870	DKK3	ENSTGUG00000016109
8871	PTBP2	ENSTGUG00000005558
8872	ADIPOQ	ENSTGUG00000005467
8873	MRPS23	ENSTGUG00000008451
8874	MSI1	ENSTGUG00000009534
8876	USP47	ENSTGUG00000016131
8877	HCCS	ENSTGUG00000005585
8878	NOLC1	ENSTGUG00000007368
8879	ATP2C2	ENSTGUG00000004269
8880	EIF4G2	ENSTGUG00000007840
8883	ENSGALT00000008982	ENSTGUG00000007384
8884	OGFR	ENSTGUG00000007671
8885	PITX3	ENSTGUG00000007407
8886	ARSI	ENSTGUG00000000885
8887	CTR9	ENSTGUG00000007907
8888	F3	ENSTGUG00000005647
8889	TFIP11	ENSTGUG00000007710
8890	TPST2	ENSTGUG00000007754
8894	GBF1	ENSTGUG00000007414
8895	LYVE1	ENSTGUG00000007979
8896	RNF141	ENSTGUG00000007988
8897	ENSGALT00000009061	ENSTGUG00000007251
8901	DENND6A	ENSTGUG00000007311
8903	SNX12	ENSTGUG00000007284
8904	AMPD3	ENSTGUG00000008001
8905	UBE2G2	ENSTGUG00000006032
8906	FGF7	ENSTGUG00000007319
8907	SLC6A7	ENSTGUG00000000917
8908	PTTG1IP	ENSTGUG00000006048
8909	FLNB	ENSTGUG00000007383
8912	ARHGAP29	ENSTGUG00000005720
8913	FBXL15	ENSTGUG00000007604
8914	CRISPLD2	ENSTGUG00000004192
8915	CHEK2	ENSTGUG00000007849
8916	ABHD6	ENSTGUG00000007463
8917	C17orf108	ENSTGUG00000008686
8918	HIF1AN	ENSTGUG00000007639
8919	NLK	ENSTGUG00000008692
8920	GID8	ENSTGUG00000007591
8921	IP6K2	ENSTGUG00000007481
8922	TMEM97	ENSTGUG00000008702
8923	CTDSPL	ENSTGUG00000000374
8924	TNFAIP1	
8925	MTHFSD	ENSTGUG00000004154
8926	PDGFRA	ENSTGUG00000007756
8927	PDGFRB	ENSTGUG00000000942
8929	ENSGALT00000009208	ENSTGUG00000007396
8930	WNT8B	ENSTGUG00000007673
8931	BLOC1S6	ENSTGUG00000007369
8932	EMC8	ENSTGUG00000004096
8933	SWAP70	ENSTGUG00000008108
8935	ENSGALT00000009239	ENSTGUG00000007323
8937	IRF8	ENSTGUG00000004127
8939	BIRC7	ENSTGUG00000007560
8940	PKD2L1	ENSTGUG00000007707
8942	ZCCHC14	ENSTGUG00000007612
8943	BOK	ENSTGUG00000006098
8944	NKAIN4	ENSTGUG00000007547
8945	TEX11	ENSTGUG00000007329
8946	TECR	ENSTGUG00000005827
8947	FBXO31	ENSTGUG00000007593
8948	ARFGAP1	ENSTGUG00000007518
8949	GCLM	ENSTGUG00000005856
8950	MAP1LC3B	ENSTGUG00000007601
8952	ENSGALT00000009301	ENSTGUG00000007511
8954	COL20A1	ENSTGUG00000007458
8955	IPO7	ENSTGUG00000008189
8956	KREMEN1	ENSTGUG00000007958
8957	SEPT2	ENSTGUG00000006160
8958	NUDT2	ENSTGUG00000001711
8959	ENSGALT00000009334	ENSTGUG00000001716
8961	BCAR3	ENSTGUG00000005886
8965	RPP25L	ENSTGUG00000001727
8966	PAFAH1B1	ENSTGUG00000008782
8967	ARID3C	ENSTGUG00000001746
8968	GDPD2	ENSTGUG00000007439
8969	EEF1A2	ENSTGUG00000007419
8971	SRMS	ENSTGUG00000007405
8972	HTR2C	ENSTGUG00000007457
8973	CA5B	ENSTGUG00000007678
8974	DR1	ENSTGUG00000005923
8977	ENSGALT00000009426	ENSTGUG00000005931
8979	MARCH8	ENSTGUG00000007859
8980	COPG1	ENSTGUG00000007768
8981	BANP	ENSTGUG00000007690
8982	MLST8	ENSTGUG00000015426
8983	LRCH2	ENSTGUG00000007474
8984	MAPKKK3L	ENSTGUG00000000409
8985	ESS2	ENSTGUG00000008886
8986	WSCD1	ENSTGUG00000008895
8987	PXDNL	ENSTGUG00000007380
8988	ZFAND4	ENSTGUG00000007872
8989	ENSGALT00000009488	ENSTGUG00000007498
8991	HMCES	ENSTGUG00000007825
8992	DND1	ENSTGUG00000001574
8994	RAB7A	ENSTGUG00000007832
8995	NRIP3	ENSTGUG00000008315
8996	EEFSEC	ENSTGUG00000007895
8997	ENSGALT00000009524	ENSTGUG00000007916
8998	MGAT4B	ENSTGUG00000001033
8999	PLS3	ENSTGUG00000003059
9000	RUVBL1	ENSTGUG00000007914
9002	EVI5	ENSTGUG00000006013
9004	ZNF639	ENSTGUG00000010731
9005	RPL27A	ENSTGUG00000008355
9006	OPRL1	ENSTGUG00000007304
9008	ENSGALT00000009570	ENSTGUG00000001074
9009	RPAP2	ENSTGUG00000006076
9010	ENSGALT00000009577	ENSTGUG00000007926
9011	SLC6A14	ENSTGUG00000003099
9012	TRIM66	ENSTGUG00000008369
9013	DGUOK	ENSTGUG00000001082
9014	ENSGALT00000009589	ENSTGUG00000003121
9015	SEC61A1	ENSTGUG00000007959
9019	ZNF488	ENSTGUG00000008050
9020	BTBD8	ENSTGUG00000006099
9021	RBP3	ENSTGUG00000008054
9022	GDF2	ENSTGUG00000008062
9023	KLHL9	ENSTGUG00000003125
9024	SMARCB1	ENSTGUG00000010296
9025	GDF10	ENSTGUG00000008066
9026	TUB	ENSTGUG00000008407
9028	MGLL	ENSTGUG00000007991
9029	DERL3	ENSTGUG00000010283
9030	SLC13A5	ENSTGUG00000008910
9031	FSD2	ENSTGUG00000007666
9032	WDR44	ENSTGUG00000003141
9033	ABTB1	ENSTGUG00000008002
9034	ADAMTS2	ENSTGUG00000001108
9035	PRPF6	ENSTGUG00000007221
9036	MED31	ENSTGUG00000008934
9038	HOMER2	ENSTGUG00000007682
9039	RAMAC	ENSTGUG00000007699
9040	COPB1	ENSTGUG00000008435
9041	BTBD1	ENSTGUG00000007705
9042	CNOT6	ENSTGUG00000001119
9043	CSRNP1	ENSTGUG00000000458
9044	IL13RA1	ENSTGUG00000003228
9045	GORASP1	ENSTGUG00000000460
9047	DNAJC5	ENSTGUG00000007151
9049	CYP2R1	ENSTGUG00000008492
9053	CLK4	ENSTGUG00000001155
9056	MBNL3	ENSTGUG00000002999
9057	TNRC6A	ENSTGUG00000006142
9058	SMTNL2	ENSTGUG00000009028
9062	RASGEF1C	ENSTGUG00000001150
9063	GPC4	ENSTGUG00000002981
9064	TMPRSS12	ENSTGUG00000003391
9065	ENSGALT00000009815	ENSTGUG00000007777
9066	ZGPAT	ENSTGUG00000007115
9068	PHF6	ENSTGUG00000002962
9069	ENSGALT00000009834	ENSTGUG00000008093
9070	ARFRP1	ENSTGUG00000007096
9071	ADAMTSL3	ENSTGUG00000007800
9073	MAPK8	ENSTGUG00000008103
9074	ZNF326	ENSTGUG00000006205
9075	PIK3C2A	ENSTGUG00000008575
9077	MYOT	ENSTGUG00000001189
9078	ENSGALT00000009890	ENSTGUG00000002926
9079	MOSPD1	ENSTGUG00000002920
9082	DIP2B	ENSTGUG00000003412
9083	GGA2	ENSTGUG00000005997
9084	ENSGALT00000009924	ENSTGUG00000009606
9085	NUCB2	ENSTGUG00000008639
9087	EXOG	ENSTGUG00000000538
9088	ENSGALT00000009939	ENSTGUG00000001192
9090	MMGT1	ENSTGUG00000002897
9091	LARP4	ENSTGUG00000003479
9093	LRRC18	ENSTGUG00000008200
9094	LRRC8C	ENSTGUG00000006226
9098	FHL1	ENSTGUG00000002863
9100	CSNK2A1	ENSTGUG00000006741
9101	TBC1D20	ENSTGUG00000006728
9103	GTF2B	ENSTGUG00000006258
9105	OTOG	ENSTGUG00000008789
9106	ENSGALT00000010030	ENSTGUG00000008813
9107	KCNC1	ENSTGUG00000008821
9110	ACSF3	ENSTGUG00000007811
9114	SERGEF	ENSTGUG00000008830
9115	GALNT11	ENSTGUG00000000608
9117	TPH1	ENSTGUG00000008841
9118	PKN2	
9119	ENSGALT00000010090	ENSTGUG00000008210
9121	ENSGALT00000010099	ENSTGUG00000010230
9123	SPOCK1	ENSTGUG00000001204
9125	CCDC37	ENSTGUG00000008217
9126	CXCL12	ENSTGUG00000008242
9129	RACGAP1	ENSTGUG00000003679
9130	ZXDC	ENSTGUG00000018312
9132	GTF2H1	ENSTGUG00000008904
9133	GALNS	ENSTGUG00000007758
9134	THAP4	ENSTGUG00000005955
9135	ACTR3B	ENSTGUG00000000635
9136	ATG4B	ENSTGUG00000005940
9137	LDHA	ENSTGUG00000008930
9138	UROC1	ENSTGUG00000008227
9139	NSMCE1	ENSTGUG00000009495
9141	TSG101	ENSTGUG00000008935
9142	IL4R	ENSTGUG00000009509
9144	IL21R	ENSTGUG00000009519
9145	TGFBI	ENSTGUG00000001216
9147	LECT2	ENSTGUG00000001227
9148	ENSGALT00000010226	ENSTGUG00000008258
9150	FBXL21	ENSTGUG00000001232
9151	IL9	ENSTGUG00000001237
9152	RBM17	ENSTGUG00000002013
9153	ENSGALT00000010240	ENSTGUG00000002009
9154	ENDOD1	ENSTGUG00000002012
9155	SLC25A48	ENSTGUG00000001239
9156	CH25H	ENSTGUG00000008317
9157	SPTY2D1	ENSTGUG00000008968
9158	XPC	ENSTGUG00000008307
9159	H2AFY	ENSTGUG00000001246
9162	TBX6	ENSTGUG00000010188
9164	LIPA	ENSTGUG00000008318
9166	ENSGALT00000010311	ENSTGUG00000008354
9167	IL9R	ENSTGUG00000009528
9168	WDR53	ENSTGUG00000005874
9169	TLNRD1	ENSTGUG00000007952
9170	OSBPL5	ENSTGUG00000009038
9171	MESD	ENSTGUG00000007957
9172	DDX46	ENSTGUG00000001260
9173	CEP19	ENSTGUG00000005868
9174	BRS3	ENSTGUG00000002096
9175	PIGX	ENSTGUG00000005859
9176	VGLL1	ENSTGUG00000002106
9177	CEMIP	ENSTGUG00000007966
9178	CD40LG	ENSTGUG00000002108
9179	PDPK1	ENSTGUG00000009532
9180	ABHD17C	ENSTGUG00000008006
9182	SLC6A6	ENSTGUG00000008337
9183	PAK2	ENSTGUG00000005832
9184	CARS	ENSTGUG00000009099
9185	UBE2B	ENSTGUG00000001286
9186	ARHGEF6	ENSTGUG00000002111
9187	GAL3ST4	ENSTGUG00000005823
9188	ARNT2	ENSTGUG00000008015
9190	DUSP15	ENSTGUG00000006604
9191	SMPD4	ENSTGUG00000010118
9192	C16orf45	ENSTGUG00000005321
9193	RBMX	ENSTGUG00000002135
9196	PPP2CA	ENSTGUG00000001287
9197	CCDC51	ENSTGUG00000008430
9200	SKP1	ENSTGUG00000001291
9201	MARF1	ENSTGUG00000005331
9203	FAH	ENSTGUG00000008046
9205	ENSGALT00000010483	ENSTGUG00000001966
9206	RPP30	ENSTGUG00000008399
9207	TM9SF2L	ENSTGUG00000002138
9208	RYK	ENSTGUG00000006671
9209	GRAMD1B	ENSTGUG00000000497
9213	GGT5	ENSTGUG00000010104
9214	PCGF5	ENSTGUG00000008446
9215	VDAC1	ENSTGUG00000001300
9216	ZFAND6	ENSTGUG00000008072
9217	C13H5orf15	ENSTGUG00000001303
9218	BCL2A1	ENSTGUG00000008084
9219	MINAR1	ENSTGUG00000008095
9220	MYH11	ENSTGUG00000005378
9223	PLXNB1	ENSTGUG00000008434
9224	CRTAM	ENSTGUG00000000481
9225	TSSC4	ENSTGUG00000009258
9226	TRA2B	ENSTGUG00000006742
9227	FOPNL	ENSTGUG00000005542
9228	PEX11A	ENSTGUG00000008107
9229	TBC1D12	ENSTGUG00000008570
9230	DD1CR	ENSTGUG00000008568
9231	ESYT2	ENSTGUG00000000746
9232	SRPK3	ENSTGUG00000008493
9234	TSPAN32	ENSTGUG00000009287
9235	TH	ENSTGUG00000009295
9236	INS-IGF2	ENSTGUG00000009326
9240	UBASH3B	ENSTGUG00000000479
9241	TM9SF4	ENSTGUG00000006532
9242	RAPGEF6	ENSTGUG00000001310
9243	TNNT3	ENSTGUG00000009343
9244	VIPR2	ENSTGUG00000000754
9246	PLAGL2	ENSTGUG00000006525
9247	CLDN18	ENSTGUG00000006831
9248	SNRPD3	ENSTGUG00000010079
9249	KIF3B	ENSTGUG00000006498
9250	LGI1	ENSTGUG00000008674
9251	KIAA1324L	ENSTGUG00000002377
9252	GUCD1	ENSTGUG00000010072
9253	ENSGALT00000010667	ENSTGUG00000009421
9254	ASXL1	ENSTGUG00000006483
9255	CTSD	ENSTGUG00000009428
9257	FRA10AC1	ENSTGUG00000008669
9258	UPB1	ENSTGUG00000010054
9259	COMMD7	ENSTGUG00000006445
9260	TICRR	ENSTGUG00000008125
9261	TMEM243	ENSTGUG00000002364
9262	RHCG	ENSTGUG00000008130
9263	HSPA14	ENSTGUG00000002324
9264	ACSL6	ENSTGUG00000001326
9266	ABCC1	ENSTGUG00000005548
9267	TMEM41A	ENSTGUG00000006951
9269	DIP2C	ENSTGUG00000000783
9272	MAPRE1	ENSTGUG00000006394
9273	FANCI	ENSTGUG00000008198
9277	PRPF18	ENSTGUG00000002286
9278	LARP4B	ENSTGUG00000000811
9279	POU2F3	ENSTGUG00000000410
9281	BRSK2	ENSTGUG00000009471
9283	ABHD2	ENSTGUG00000008271
9284	ECHDC3	ENSTGUG00000002150
9285	ARPC4	ENSTGUG00000008708
9286	BCR	
9287	TOLLIP	ENSTGUG00000009503
9288	VPS8	ENSTGUG00000006995
9289	USP6NL	ENSTGUG00000002142
9293	IDI1	ENSTGUG00000000834
9294	ENSGALT00000010877	ENSTGUG00000005477
9296	CYP26A1	ENSTGUG00000008850
9297	TAF3	ENSTGUG00000002128
9298	AEN	ENSTGUG00000008335
9300	DET1	ENSTGUG00000008339
9301	THY1	ENSTGUG00000000398
9306	SLC22A5	ENSTGUG00000001369
9307	EXOC6	ENSTGUG00000008869
9308	DEPDC5	ENSTGUG00000009850
9309	CBL	ENSTGUG00000000375
9310	KIN	ENSTGUG00000002119
9311	RPS15A	ENSTGUG00000005885
9314	ENSGALT00000010966	ENSTGUG00000000371
9315	ARL6IP1	ENSTGUG00000005889
9316	IRF1	ENSTGUG00000001375
9317	TTI1	ENSTGUG00000006245
9320	PLSCR5	ENSTGUG00000008835
9321	TSPAN6	ENSTGUG00000002306
9324	AGBL1	ENSTGUG00000008390
9325	TNMD	ENSTGUG00000002316
9326	USP19	ENSTGUG00000008834
9328	SMG1	ENSTGUG00000009449
9331	ITIH2	ENSTGUG00000002088
9332	CPB1	ENSTGUG00000008845
9334	ENSGALT00000011065	ENSTGUG00000009830
9336	AKAP13	ENSTGUG00000008410
9338	SYT17	ENSTGUG00000009436
9340	CD151	ENSTGUG00000009760
9341	ACSF2	ENSTGUG00000008946
9342	SPATA20	ENSTGUG00000009022
9343	PRR14L	ENSTGUG00000009840
9344	COQ7	ENSTGUG00000009425
9345	ENSGALT00000011108	ENSTGUG00000009776
9346	QRICH1	ENSTGUG00000008954
9347	PISD	ENSTGUG00000009829
9349	KLHL4	ENSTGUG00000002398
9350	LRRC56	ENSTGUG00000009865
9352	MARCH5	ENSTGUG00000008982
9353	ENSGALT00000011170	ENSTGUG00000009885
9354	ENSGALT00000011182	ENSTGUG00000002074
9355	CPEB3	ENSTGUG00000008988
9356	POF1B	ENSTGUG00000002455
9357	CCP110	ENSTGUG00000009379
9359	ZNF711	ENSTGUG00000002466
9361	MOSMO	ENSTGUG00000009072
9362	BTAF1	ENSTGUG00000009009
9364	PFKP	ENSTGUG00000000852
9365	ENSGALT00000011252	ENSTGUG00000009077
9366	BDH1	ENSTGUG00000008967
9367	CHD2	ENSTGUG00000008540
9368	RNF185	ENSTGUG00000009710
9369	SDR42E2	ENSTGUG00000009036
9370	ZNF518A	ENSTGUG00000009058
9371	DDX27	ENSTGUG00000005649
9372	APOOL	ENSTGUG00000002477
9373	EEF2K	ENSTGUG00000009003
9374	ENSGALT00000011320	
9375	BRINP1	ENSTGUG00000003350
9377	TLR4	ENSTGUG00000003342
9378	PPP1R2	ENSTGUG00000008999
9379	POLR3E	ENSTGUG00000008986
9382	AC092338.1	ENSTGUG00000008969
9383	PGPEP1L	ENSTGUG00000008630
9384	PRKAR2A	ENSTGUG00000009123
9387	ENSGALT00000011371	ENSTGUG00000002481
9388	ENSGALT00000011375	ENSTGUG00000008965
9389	PPP6R3	ENSTGUG00000009971
9390	IGF1R	
9394	GAL	
9395	TBC1D16	ENSTGUG00000003143
9396	ENSGALT00000011429	ENSTGUG00000009131
9397	KLF6	ENSTGUG00000000906
9398	LRRC28	ENSTGUG00000008713
9400	ATP13A3	ENSTGUG00000009088
9401	CCNY	ENSTGUG00000000913
9402	CPT1A	
9403	CREM	ENSTGUG00000000919
9404	DUSP12	ENSTGUG00000013360
9405	CUL2	ENSTGUG00000000924
9407	KIF21A	ENSTGUG00000003457
9408	MEF2A	ENSTGUG00000008733
9410	PDHB	ENSTGUG00000009179
9412	KCTD6	ENSTGUG00000009191
9413	ASB7	ENSTGUG00000008846
9414	ENSGALT00000011532	ENSTGUG00000002535
9415	ENSGALT00000011538	ENSTGUG00000002549
9417	AFF4	ENSTGUG00000000187
9418	SH3BGRL	ENSTGUG00000002550
9419	ALDH1A3	ENSTGUG00000008854
9420	HMGN5	ENSTGUG00000002555
9421	ACOX2	ENSTGUG00000009192
9423	MED28	ENSTGUG00000009655
9424	NRP1	ENSTGUG00000000947
9425	LRRK1	ENSTGUG00000008909
9427	RNF10	ENSTGUG00000009579
9430	FAM3D	ENSTGUG00000009255
9433	SOCS1	ENSTGUG00000004867
9436	SELENOS	ENSTGUG00000008949
9437	PAFAH1B2	ENSTGUG00000000162
9438	EPC1	ENSTGUG00000000995
9439	SNRPA1	ENSTGUG00000008957
9441	FADS2	ENSTGUG00000005863
9442	ATP13A4	ENSTGUG00000009175
9443	C3orf14	ENSTGUG00000009334
9444	ERGIC2	ENSTGUG00000003331
9445	TMEM268	ENSTGUG00000003185
9448	GATC	ENSTGUG00000009561
9450	COX6A1	ENSTGUG00000009540
9452	BEST1	ENSTGUG00000005934
9453	FGF12	ENSTGUG00000009253
9455	HGS	ENSTGUG00000003410
9457	P4HB	ENSTGUG00000003472
9460	SLITRK4	
9461	SOX3	ENSTGUG00000006268
9462	SIRT4	ENSTGUG00000009512
9463	ELMO2	ENSTGUG00000005693
9464	PXN	ENSTGUG00000009484
9465	RPLP0	ENSTGUG00000009458
9466	SNRPB	ENSTGUG00000005684
9467	ANKDD1A	ENSTGUG00000009014
9471	GABRQ	ENSTGUG00000006269
9472	TMEM207	ENSTGUG00000009322
9473	EMP2	ENSTGUG00000004799
9474	CLDN16	ENSTGUG00000009324
9476	HSPA4	ENSTGUG00000000176
9478	CNGA2	ENSTGUG00000006426
9479	SNTN	ENSTGUG00000009426
9480	PRRG3	ENSTGUG00000006439
9481	RNF14	ENSTGUG00000000171
9482	MAFG	ENSTGUG00000003564
9483	PYCR1	
9484	ATXN7	ENSTGUG00000009416
9485	RAB35	ENSTGUG00000009359
9487	GNPDA1	ENSTGUG00000000166
9488	CARHSP1	ENSTGUG00000004665
9489	PSMD6	ENSTGUG00000009442
9490	BICDL1	ENSTGUG00000009346
9491	TP63	ENSTGUG00000009377
9492	PMM2	ENSTGUG00000004652
9493	SVIL	ENSTGUG00000001028
9494	PRICKLE2	ENSTGUG00000009461
9495	UBAP1L	ENSTGUG00000009079
9496	ABAT	ENSTGUG00000004611
9498	TMEM114	ENSTGUG00000004595
9499	JCAD	ENSTGUG00000001046
9502	SPAG9	ENSTGUG00000009239
9503	MTFMT	ENSTGUG00000009090
9504	MAP3K8	ENSTGUG00000001055
9505	BCL6	ENSTGUG00000009413
9506	CILP	ENSTGUG00000009096
9507	TOB1	ENSTGUG00000009238
9509	WAC	ENSTGUG00000001068
9511	SSNA1	ENSTGUG00000001077
9512	LUC7L3	ENSTGUG00000009216
9514	ABCC2	ENSTGUG00000009186
9515	TAOK3	ENSTGUG00000009171
9517	MPP7	ENSTGUG00000001078
9518	SCN4B	ENSTGUG00000000230
9519	ARMC4	ENSTGUG00000001101
9520	CD3D	ENSTGUG00000000240
9521	MASP1	ENSTGUG00000009433
9524	ENSGALT00000012014	
9525	RHBDF1	ENSTGUG00000004429
9526	ENSGALT00000012034	ENSTGUG00000006694
9527	DPP8	ENSTGUG00000009145
9528	IFT46	ENSTGUG00000000059
9529	PRELID3B	ENSTGUG00000008014
9530	SSH1	ENSTGUG00000006998
9531	EDNRB2	ENSTGUG00000005425
9532	TMEM8A	ENSTGUG00000004355
9533	PCYT1A	ENSTGUG00000009486
9534	VAMP7	ENSTGUG00000005462
9535	ENSGALT00000012094	ENSTGUG00000005475
9536	C21orf58	ENSTGUG00000011218
9537	ZNF185	ENSTGUG00000005478
9539	VWA9	
9540	SLC24A1	ENSTGUG00000009206
9541	DENND4A	ENSTGUG00000009220
9543	ENSGALT00000012128	ENSTGUG00000009597
9545	ENSGALT00000012131	ENSTGUG00000009600
9546	CETN2	ENSTGUG00000005489
9547	ITGB2	ENSTGUG00000011172
9549	ITFG3	ENSTGUG00000004271
9551	ENSGALT00000012173	ENSTGUG00000005498
9554	ENSGALT00000012180	ENSTGUG00000005499
9555	LUC7L	ENSTGUG00000004254
9556	ENSGALT00000012188	ENSTGUG00000009601
9557	ENSGALT00000012191	ENSTGUG00000005503
9558	STX16	ENSTGUG00000008146
9559	GLOD5	ENSTGUG00000005508
9560	VAPB	ENSTGUG00000008176
9561	TPCN2	ENSTGUG00000005328
9562	RAB22A	ENSTGUG00000008195
9563	CCND1	ENSTGUG00000005350
9564	RUBCN	ENSTGUG00000009610
9565	ENSGALT00000012230	ENSTGUG00000001139
9566	KBTBD8	ENSTGUG00000009627
9567	ENSGALT00000012241	ENSTGUG00000005530
9568	MMS19	ENSTGUG00000009642
9569	RRAGB	ENSTGUG00000005543
9570	APBB1IP	ENSTGUG00000001140
9571	C8orf48	ENSTGUG00000005556
9572	GAD2	ENSTGUG00000001148
9573	JAKMIP2	ENSTGUG00000000040
9575	ENSGALT00000012287	ENSTGUG00000009630
9577	ARHGEF9	ENSTGUG00000005598
9578	RAB11A	ENSTGUG00000009279
9579	MGRN1	ENSTGUG00000004130
9580	ANO1	ENSTGUG00000005385
9583	GFRA3	ENSTGUG00000000031
9584	SLIT1	ENSTGUG00000009734
9585	FADD	ENSTGUG00000005455
9587	LCOR	ENSTGUG00000009834
9588	PCK1	ENSTGUG00000008254
9589	CTBPL	ENSTGUG00000000022
9590	ENSGALT00000012370	ENSTGUG00000005652
9591	MYO3A	ENSTGUG00000001156
9592	TIPIN	ENSTGUG00000009358
9594	RAE1	ENSTGUG00000008305
9595	ARMH3	ENSTGUG00000009880
9596	SPO11	ENSTGUG00000008333
9597	GPR158	ENSTGUG00000001161
9598	BMP7	ENSTGUG00000008348
9599	EGR1	ENSTGUG00000000003
9600	PPFIA1	ENSTGUG00000005461
9601	THNSL1	ENSTGUG00000001163
9602	MITF	ENSTGUG00000009847
9603	HTR2B	ENSTGUG00000009753
9604	MRPL27	ENSTGUG00000008925
9605	ENSGALT00000012456	ENSTGUG00000009860
9606	BCL9L	ENSTGUG00000000025
9607	MAP2K1	ENSTGUG00000009363
9608	TFAP2C	ENSTGUG00000008378
9609	PRTFDC1	ENSTGUG00000001166
9610	RPS25	ENSTGUG00000018461
9611	CTTN	ENSTGUG00000005520
9612	XYLT2	ENSTGUG00000008920
9613	ENSGALT00000012483	ENSTGUG00000005722
9614	NPM3	ENSTGUG00000009948
9615	NCL	ENSTGUG00000009782
9616	C20orf43	ENSTGUG00000008397
9617	ENSGALT00000012493	ENSTGUG00000005740
9618	MYO1B	ENSTGUG00000010724
9620	SLC37A4	ENSTGUG00000000036
9621	GCNT7	ENSTGUG00000008427
9625	NAT9	ENSTGUG00000008900
9626	ENSGALT00000012528	ENSTGUG00000009864
9627	DPCD	ENSTGUG00000009967
9629	MDFIC2	ENSTGUG00000009868
9630	TMEM104	ENSTGUG00000008889
9632	RLIM	ENSTGUG00000005799
9633	NEXMIF	ENSTGUG00000005807
9634	CSTF1	ENSTGUG00000008448
9635	TMEFF2	ENSTGUG00000010716
9636	FDXR	ENSTGUG00000008836
9637	CREBBP	ENSTGUG00000003971
9639	KIAA1217	ENSTGUG00000001172
9642	USH1G	ENSTGUG00000018358
9643	SLC39A10	ENSTGUG00000010699
9644	ADCY9	ENSTGUG00000003956
9645	PROK2	ENSTGUG00000009929
9646	RYBP	ENSTGUG00000009932
9647	PFDN4	ENSTGUG00000008507
9648	DRD2	ENSTGUG00000000255
9649	ENSGALT00000012658	ENSTGUG00000009983
9651	HID1	ENSTGUG00000008799
9653	EHF	ENSTGUG00000010040
9654	CDR2L	ENSTGUG00000008790
9655	KIAA1841	ENSTGUG00000006710
9658	PUS10	ENSTGUG00000006727
9659	NLRC3	ENSTGUG00000003870
9660	NCAM1	ENSTGUG00000000275
9663	PTS	ENSTGUG00000000292
9664	CD44	ENSTGUG00000010085
9666	LCTL	ENSTGUG00000009457
9668	COX7B	ENSTGUG00000005979
9670	SLC9A5	ENSTGUG00000005791
9672	IL18	ENSTGUG00000000297
9673	PIP4K2A	ENSTGUG00000001191
9674	NKAPD1	ENSTGUG00000000303
9675	PAMR1	ENSTGUG00000010108
9676	VRK2	ENSTGUG00000006838
9678	ATP7A	ENSTGUG00000005981
9680	EFEMP1	ENSTGUG00000006870
9681	CHL1	ENSTGUG00000009997
9682	EIF4E2	ENSTGUG00000009955
9686	DIXDC1	ENSTGUG00000000315
9687	TRAF6	ENSTGUG00000010139
9688	PNPT1	ENSTGUG00000006908
9689	PGK1	ENSTGUG00000006052
9690	RAG2	ENSTGUG00000010148
9692	CRYAB	ENSTGUG00000000320
9696	NFATC2	ENSTGUG00000008617
9697	PGAP1	ENSTGUG00000010613
9699	FDXACB1	ENSTGUG00000000326
9701	TRPC5	ENSTGUG00000006117
9702	NUP85	ENSTGUG00000008703
9703	UBE2H	ENSTGUG00000001891
9705	ADNP	ENSTGUG00000008662
9706	ENSGALT00000012970	ENSTGUG00000006174
9707	GGA3	ENSTGUG00000008660
9708	PARD6B	ENSTGUG00000008670
9710	CAPN6	ENSTGUG00000006206
9711	PTPN1	ENSTGUG00000008681
9712	SLC25A19	ENSTGUG00000018437
9714	GRB2	ENSTGUG00000008612
9717	RNF114	ENSTGUG00000008728
9719	SPATA2	ENSTGUG00000008741
9721	ENSGALT00000013028	ENSTGUG00000010109
9722	GPR22	ENSTGUG00000003123
9724	HORMAD2	ENSTGUG00000010532
9725	SF3B1	ENSTGUG00000010553
9726	MFSD13A	ENSTGUG00000010110
9727	CD82	ENSTGUG00000010270
9728	ARL3	ENSTGUG00000010164
9729	HBP1	ENSTGUG00000003100
9730	MTMR3	ENSTGUG00000010514
9731	SYT13	ENSTGUG00000010295
9732	ASCC2	ENSTGUG00000010495
9733	PRKAR2B	ENSTGUG00000003068
9734	ENSGALT00000013089	ENSTGUG00000010305
9735	CFAP36	ENSTGUG00000006976
9737	ZMAT5	ENSTGUG00000010490
9738	CHRDL1	ENSTGUG00000004370
9739	TMEM164	ENSTGUG00000004354
9741	ACSL4	ENSTGUG00000004291
9743	NXT2	ENSTGUG00000004286
9744	HSPD1	ENSTGUG00000010538
9745	CELF1	ENSTGUG00000010377
9747	CCDC88A	ENSTGUG00000007001
9748	CYP2AB5	ENSTGUG00000009970
9749	SYPL1	ENSTGUG00000003021
9750	ENSGALT00000013165	ENSTGUG00000007062
9751	PLCL1	ENSTGUG00000010492
9752	ATXN7L1	ENSTGUG00000002996
9755	SLC39A13	ENSTGUG00000010418
9757	SPI1	ENSTGUG00000010422
9759	AS3MT	ENSTGUG00000010233
