"ncbi_gene_id","ensembl_gene_id"
"WDR36","ENSTGUG00000000989"
"GPN2","ENSTGUG00000000990"
"CREB3L3","ENSTGUG00000000991"
"ZDHHC18","ENSTGUG00000000992"
"AMPD1","ENSTGUG00000000993"
"MAP2K2","ENSTGUG00000000994"
"EPC1","ENSTGUG00000000995"
"PIGV","ENSTGUG00000000996"
"ARID1A","ENSTGUG00000000997"
"KIF5B","ENSTGUG00000000998"
"CAMK4","ENSTGUG00000000999"
"PIAS4","ENSTGUG00000001000"
"RPS6KA1","ENSTGUG00000001002"
"STARD4","ENSTGUG00000001003"
"EEF2","ENSTGUG00000001004"
"DENND2C","ENSTGUG00000001005"
"RNF130","ENSTGUG00000001009"
"DAPK3","ENSTGUG00000001010"
"ARHGAP12","ENSTGUG00000001011"
"BCAS2","ENSTGUG00000001012"
"TBC1D9B","ENSTGUG00000001013"
"NMRK2","ENSTGUG00000001014"
"APC","ENSTGUG00000001015"
"ATCAY","ENSTGUG00000001016"
"TRIM33","ENSTGUG00000001017"
"SRP19","ENSTGUG00000001019"
"ZEB1","ENSTGUG00000001020"
"LOC100220413","ENSTGUG00000001021"
"SQSTM1","ENSTGUG00000001022"
"ZNF438","ENSTGUG00000001026"
"LSM4","ENSTGUG00000001027"
"SVIL","ENSTGUG00000001028"
"REEP5","ENSTGUG00000001029"
"LOC105758950","ENSTGUG00000001030"
"LOC115490808","ENSTGUG00000001031"
"DHDDS","ENSTGUG00000001032"
"MGAT4B","ENSTGUG00000001033"
"SYT6","ENSTGUG00000001034"
"CRYBG2","ENSTGUG00000001038"
"UBXN11","ENSTGUG00000001039"
"SH3BGRL3","ENSTGUG00000001040"
"CEP85","ENSTGUG00000001041"
"FKBP8","ENSTGUG00000001043"
"LOC100219450","ENSTGUG00000001044"
"JCAD","ENSTGUG00000001046"
"MTPAP","ENSTGUG00000001048"
"MAML1","ENSTGUG00000001049"
"ZNF593","ENSTGUG00000001050"
"KXD1","ENSTGUG00000001051"
"CANX","ENSTGUG00000001054"
"MAP3K8","ENSTGUG00000001055"
"C23H1orf232","ENSTGUG00000001056"
"UPF1","ENSTGUG00000001057"
"LOC100218271","ENSTGUG00000001058"
"TRIM63","ENSTGUG00000001060"
"CRLF1","ENSTGUG00000001061"
"BAMBI","ENSTGUG00000001062"
"KLHL26","ENSTGUG00000001064"
"APBA1","ENSTGUG00000001066"
"CRTC1","ENSTGUG00000001067"
"WAC","ENSTGUG00000001068"
"SLC30A2","ENSTGUG00000001069"
"YOD1","ENSTGUG00000001071"
"DDX49","ENSTGUG00000001072"
"PIGR","ENSTGUG00000001073"
"LOC100218541","ENSTGUG00000001074"
"MTFR1L","ENSTGUG00000001075"
"MPP7","ENSTGUG00000001078"
"LOC100221146","ENSTGUG00000001079"
"HOMER3","ENSTGUG00000001080"
"LOC100220427","ENSTGUG00000001082"
"SELENON","ENSTGUG00000001083"
"IL10","ENSTGUG00000001084"
"HNRNPH1","ENSTGUG00000001085"
"MAN1C1","ENSTGUG00000001087"
"SUGP2","ENSTGUG00000001088"
"RHOBTB3","ENSTGUG00000001089"
"ARMC6","ENSTGUG00000001090"
"EIF2D","ENSTGUG00000001092"
"MKX","ENSTGUG00000001094"
"RFESD","ENSTGUG00000001096"
"RUFY1","ENSTGUG00000001097"
"LDLRAP1","ENSTGUG00000001098"
"ZNF608","ENSTGUG00000001100"
"ARMC4","ENSTGUG00000001101"
"MACO1","ENSTGUG00000001102"
"CSNK1G3","ENSTGUG00000001103"
"CEP120","ENSTGUG00000001104"
"RHCE","ENSTGUG00000001107"
"ADAMTS2","ENSTGUG00000001108"
"IKBKE","ENSTGUG00000001109"
"SRGAP2","ENSTGUG00000001112"
"YME1L1","ENSTGUG00000001114"
"PRDM6","ENSTGUG00000001115"
"PPIC","ENSTGUG00000001116"
"TMEM50A","ENSTGUG00000001117"
"CNOT6","ENSTGUG00000001119"
"SNX24","ENSTGUG00000001121"
"GNAT2","ENSTGUG00000001122"
"MASTL","ENSTGUG00000001123"
"RSRP1","ENSTGUG00000001124"
"SNX2","ENSTGUG00000001125"
"SYF2","ENSTGUG00000001126"
"ACBD5","ENSTGUG00000001127"
"GFPT2","ENSTGUG00000001128"
"RUNX3","ENSTGUG00000001130"
"ABI1","ENSTGUG00000001133"
"GNAI3","ENSTGUG00000001134"
"PDSS1","ENSTGUG00000001136"
"SNCAIP","ENSTGUG00000001137"
"LOC101234087","ENSTGUG00000001139"
"APBB1IP","ENSTGUG00000001140"
"GPR61","ENSTGUG00000001141"
"CACNA1S","ENSTGUG00000001142"
"LOC115491159","ENSTGUG00000001143"
"RCAN3","ENSTGUG00000001146"
"GAD2","ENSTGUG00000001148"
"NIPAL3","ENSTGUG00000001149"
"RASGEF1C","ENSTGUG00000001150"
"PRR16","ENSTGUG00000001152"
"GRHL3","ENSTGUG00000001153"
"HSD17B4","ENSTGUG00000001154"
"CLK4","ENSTGUG00000001155"
"MYO3A","ENSTGUG00000001156"
"IFNLR1","ENSTGUG00000001157"
"MYOM3","ENSTGUG00000001160"
"GPR158","ENSTGUG00000001161"
"PHYKPL","ENSTGUG00000001162"
"THNSL1","ENSTGUG00000001163"
"ENKUR","ENSTGUG00000001164"
"CCNH","ENSTGUG00000001165"
"PRTFDC1","ENSTGUG00000001166"
"ARHGAP21","ENSTGUG00000001167"
"RASA1","ENSTGUG00000001169"
"NME5","ENSTGUG00000001170"
"WNT8A","ENSTGUG00000001171"
"KIAA1217","ENSTGUG00000001172"
"LOC100232010","ENSTGUG00000001173"
"KIF21B","ENSTGUG00000001174"
"LOC100226705","ENSTGUG00000001176"
"FAM13B","ENSTGUG00000001177"
"OTUD1","ENSTGUG00000001179"
"PTF1A","ENSTGUG00000001180"
"MSRB2","ENSTGUG00000001181"
"ARMC3","ENSTGUG00000001182"
"RGMB","ENSTGUG00000001184"
"CHD1","ENSTGUG00000001185"
"FUCA1","ENSTGUG00000001188"
"MYOT","ENSTGUG00000001189"
"PIP4K2A","ENSTGUG00000001191"
"LOC100223260","ENSTGUG00000001193"
"LOC100226815","ENSTGUG00000001194"
"HMGCL","ENSTGUG00000001195"
"ELF3","ENSTGUG00000001196"
"LYPLA2","ENSTGUG00000001198"
"SPAG6","ENSTGUG00000001199"
"GPR37L1","ENSTGUG00000001200"
"PITHD1","ENSTGUG00000001201"
"BMI1","ENSTGUG00000001203"
"SPOCK1","ENSTGUG00000001204"
"ELOA","ENSTGUG00000001205"
"PTPN7","ENSTGUG00000001206"
"TRPC7","ENSTGUG00000001207"
"COMMD3","ENSTGUG00000001208"
"DNAJC1","ENSTGUG00000001209"
"RPL11","ENSTGUG00000001210"
"MLLT10","ENSTGUG00000001211"
"PSMA5","ENSTGUG00000001212"
"PPT1","ENSTGUG00000001213"
"SMAD5","ENSTGUG00000001214"
"LOC100222119","ENSTGUG00000001215"
"TGFBI","ENSTGUG00000001216"
"CAP1","ENSTGUG00000001218"
"LGR6","ENSTGUG00000001222"
"RIOK2","ENSTGUG00000001223"
"PLXDC2","ENSTGUG00000001224"
"LOC100231389","ENSTGUG00000001225"
"LECT2","ENSTGUG00000001227"
"MALRD1","ENSTGUG00000001231"
"FBXL21P","ENSTGUG00000001232"
"PALM2AKAP2","ENSTGUG00000001233"
"KLHL12","ENSTGUG00000001234"
"ARL5B","ENSTGUG00000001236"
"SLC46A2","ENSTGUG00000001238"
"SLC25A48","ENSTGUG00000001239"
"NSUN6","ENSTGUG00000001241"
"TRIT1","ENSTGUG00000001242"
"SNX30","ENSTGUG00000001243"
"NEUROG1","ENSTGUG00000001245"
"LOC100230612","ENSTGUG00000001246"
"CACNB2","ENSTGUG00000001247"
"INIP","ENSTGUG00000001248"
"LOC100218923","ENSTGUG00000001249"
"KIAA1958","ENSTGUG00000001250"
"PITX1","ENSTGUG00000001251"
"LOC100223131","ENSTGUG00000001252"
"HSDL2","ENSTGUG00000001254"
"KDM5B","ENSTGUG00000001257"
"SLC39A12","ENSTGUG00000001259"
"DDX46","ENSTGUG00000001260"
"PTBP3","ENSTGUG00000001262"
"LOC100219050","ENSTGUG00000001263"
"NT5C1A","ENSTGUG00000001264"
"PABPC4","ENSTGUG00000001266"
"SUSD1","ENSTGUG00000001267"
"CAMLG","ENSTGUG00000001268"
"SEC24A","ENSTGUG00000001269"
"LOC100228653","ENSTGUG00000001271"
"LOC100222908","ENSTGUG00000001273"
"UGCG","ENSTGUG00000001274"
"LOC100222722","ENSTGUG00000001275"
"PPIE","ENSTGUG00000001276"
"DNAJC25","ENSTGUG00000001277"
"IPO9","ENSTGUG00000001278"
"ECPAS","ENSTGUG00000001279"
"LZTR1","ENSTGUG00000001281"
"JADE2","ENSTGUG00000001284"
"STAM","ENSTGUG00000001285"
"PPP2CA","ENSTGUG00000001287"
"SMC2","ENSTGUG00000001288"
"PTGR1","ENSTGUG00000001289"
"RNPEP","ENSTGUG00000001290"
"SKP1","ENSTGUG00000001291"
"MACF1","ENSTGUG00000001293"
"TXN","ENSTGUG00000001294"
"TCF7","ENSTGUG00000001295"
"ST8SIA6","ENSTGUG00000001296"
"SVEP1","ENSTGUG00000001297"
"VIM","ENSTGUG00000001298"
"NAV1","ENSTGUG00000001299"
"VDAC1","ENSTGUG00000001300"
"MUSK","ENSTGUG00000001301"
"C13H5orf15","ENSTGUG00000001302"
"SYT2","ENSTGUG00000001304"
"FSTL4","ENSTGUG00000001305"
"TRDMT1","ENSTGUG00000001306"
"LPAR1","ENSTGUG00000001307"
"RAPGEF6","ENSTGUG00000001310"
"CUBN","ENSTGUG00000001311"
"TMEM215","ENSTGUG00000001312"
"TOPORS","ENSTGUG00000001314"
"FNIP1","ENSTGUG00000001315"
"GRAMD2B","ENSTGUG00000001316"
"PHLDA3","ENSTGUG00000001317"
"RSU1","ENSTGUG00000001318"
"TNNI1","ENSTGUG00000001319"
"ALDH7A1","ENSTGUG00000001320"
"MEIKIN","ENSTGUG00000001321"
"C1QL3","ENSTGUG00000001322"
"AZIN2","ENSTGUG00000001325"
"ACSL6","ENSTGUG00000001326"
"PTER","ENSTGUG00000001327"
"LAD1","ENSTGUG00000001329"
"TNNT2","ENSTGUG00000001330"
"MINDY3","ENSTGUG00000001331"
"ITGA8","ENSTGUG00000001333"
"CCDC112","ENSTGUG00000001336"
"RNF19B","ENSTGUG00000001337"
"PKP1","ENSTGUG00000001339"
"TRIM36","ENSTGUG00000001340"
"FNDC5","ENSTGUG00000001341"
"YARS1","ENSTGUG00000001342"
"IGFN1","ENSTGUG00000001343"
"KCNN2","ENSTGUG00000001344"
"P4HA2","ENSTGUG00000001347"
"ELAVL2","ENSTGUG00000001349"
"LOC100232682","ENSTGUG00000001350"
"FAM171A1","ENSTGUG00000001352"
"TMEM183A","ENSTGUG00000001354"
"NMT2","ENSTGUG00000001356"
"CAAP1","ENSTGUG00000001360"
"SYNC","ENSTGUG00000001361"
"RBBP4","ENSTGUG00000001362"
"PPFIA4","ENSTGUG00000001363"
"PDLIM4","ENSTGUG00000001365"
"OLAH","ENSTGUG00000001368"
"CROT","ENSTGUG00000001370"
"ZBTB8OS","ENSTGUG00000001372"
"ZBTB8A","ENSTGUG00000001373"
"ZBTB8B","ENSTGUG00000001374"
"IRF1","ENSTGUG00000001375"
"BSDC1","ENSTGUG00000001376"
"RAD50","ENSTGUG00000001377"
"ABCB1","ENSTGUG00000001378"
"KPNA6","ENSTGUG00000001379"
"MYOG","ENSTGUG00000001380"
"ADORA1","ENSTGUG00000001381"
"TEK","ENSTGUG00000001382"
"MYBPH","ENSTGUG00000001383"
"LOC100231557","ENSTGUG00000001385"
"KIF3A","ENSTGUG00000001386"
"RUNDC3B","ENSTGUG00000001387"
"DENND2D","ENSTGUG00000001388"
"TXLNA","ENSTGUG00000001389"
"SLC25A40","ENSTGUG00000001390"
"LOC100232392","ENSTGUG00000001391"
"TMEM234","ENSTGUG00000001393"
"SEPTIN8","ENSTGUG00000001394"
"EIF3I","ENSTGUG00000001395"
"DBF4","ENSTGUG00000001396"
"LOC115491125","ENSTGUG00000001397"
"ADAM22","ENSTGUG00000001399"
"DRAM2","ENSTGUG00000001400"
"C9orf72","ENSTGUG00000001401"
"LRIF1","ENSTGUG00000001402"
"LOC100231703","ENSTGUG00000001403"
"LINGO2","ENSTGUG00000001404"
"CORO2A","ENSTGUG00000001408"
"SLU7","ENSTGUG00000001410"
"UBE2T","ENSTGUG00000001411"
"LOC100226641","ENSTGUG00000001412"
"SRI","ENSTGUG00000001413"
"LOC115498541","ENSTGUG00000001414"
"ADIPOR1","ENSTGUG00000001415"
"TBC1D2","ENSTGUG00000001416"
"PTTG1","ENSTGUG00000001417"
"LCK","ENSTGUG00000001418"
"ATP10B","ENSTGUG00000001419"
"HDAC1","ENSTGUG00000001420"
"ELP1","ENSTGUG00000001421"
"TIMM17A","ENSTGUG00000001422"
"STEAP4","ENSTGUG00000001423"
"ZNF804B","ENSTGUG00000001424"
"STEAP1","ENSTGUG00000001425"
"KIAA1324","ENSTGUG00000001426"
"STEAP2","ENSTGUG00000001427"
"LOC100231554","ENSTGUG00000001429"
"GTPBP10","ENSTGUG00000001430"
"TMEM39B","ENSTGUG00000001431"
"CDK14","ENSTGUG00000001434"
"HTR1D","ENSTGUG00000001436"
"SARS1","ENSTGUG00000001437"
"LUZP1","ENSTGUG00000001438"
"KDM1A","ENSTGUG00000001439"
"GABRA6","ENSTGUG00000001440"
"APTX","ENSTGUG00000001441"
"FZD1","ENSTGUG00000001442"
"AKAP9","ENSTGUG00000001443"
"CELSR2","ENSTGUG00000001444"
"ZMPSTE24","ENSTGUG00000001445"
"DNAJA1","ENSTGUG00000001446"
"RLF","ENSTGUG00000001447"
"RRAGC","ENSTGUG00000001449"
"LOC100220976","ENSTGUG00000001451"
"PPIL1","ENSTGUG00000001452"
"UTP11","ENSTGUG00000001453"
"LOC115492491","ENSTGUG00000001455"
"GABRA1","ENSTGUG00000001457"
"SMU1","ENSTGUG00000001458"
"KRIT1","ENSTGUG00000001459"
"GABRG2","ENSTGUG00000001461"
"ATP5PB","ENSTGUG00000001462"
"FHL3","ENSTGUG00000001464"
"LOC100218892","ENSTGUG00000001465"
"SF3A3","ENSTGUG00000001466"
"SPINK4","ENSTGUG00000001467"
"XPA","ENSTGUG00000001469"
"ANKIB1","ENSTGUG00000001471"
"NCBP1","ENSTGUG00000001472"
"NUDCD2","ENSTGUG00000001473"
"HMMR","ENSTGUG00000001476"
"PEX1","ENSTGUG00000001478"
"MAT2B","ENSTGUG00000001479"
"GUCA1B","ENSTGUG00000001480"
"INPP5B","ENSTGUG00000001481"
"TSTD2","ENSTGUG00000001482"
"TENM2","ENSTGUG00000001484"
"IRF6","ENSTGUG00000001485"
"TMOD1","ENSTGUG00000001486"
"WWC1","ENSTGUG00000001488"
"RBM48","ENSTGUG00000001489"
"EFCAB1","ENSTGUG00000001491"
"TDRD7","ENSTGUG00000001492"
"LOC105758882","ENSTGUG00000001493"
"CDK6","ENSTGUG00000001494"
"DGKQ","ENSTGUG00000001497"
"HEPACAM2","ENSTGUG00000001498"
"RARS1","ENSTGUG00000001499"
"MTF1","ENSTGUG00000001500"
"VPS50","ENSTGUG00000001501"
"PCDH18","ENSTGUG00000001502"
"LAMB3","ENSTGUG00000001503"
"SLC7A11","ENSTGUG00000001504"
"ACO1","ENSTGUG00000001505"
"CAMK1G","ENSTGUG00000001506"
"LOC100229617","ENSTGUG00000001508"
"PLXNA2","ENSTGUG00000001511"
"SLIT3","ENSTGUG00000001512"
"BMP2K","ENSTGUG00000001513"
"CALCR","ENSTGUG00000001514"
"TFPI2","ENSTGUG00000001515"
"DDX58","ENSTGUG00000001516"
"LOC100221885","ENSTGUG00000001518"
"PAQR3","ENSTGUG00000001520"
"COL1A2","ENSTGUG00000001522"
"ANTXR2","ENSTGUG00000001523"
"LOC100217918","ENSTGUG00000001524"
"LOC100218902","ENSTGUG00000001525"
"SPDL1","ENSTGUG00000001527"
"DOCK2","ENSTGUG00000001528"
"MCCC2","ENSTGUG00000001529"
"CDCA8","ENSTGUG00000001531"
"BMP3","ENSTGUG00000001533"
"C23H1orf109","ENSTGUG00000001534"
"RSPO1","ENSTGUG00000001536"
"LOC100232607","ENSTGUG00000001539"
"LOC100223328","ENSTGUG00000001542"
"LOC100222345","ENSTGUG00000001543"
"SNIP1","ENSTGUG00000001544"
"GNL2","ENSTGUG00000001547"
"SMN1","ENSTGUG00000001548"
"AREG","ENSTGUG00000001551"
"HIPK1","ENSTGUG00000001553"
"GTF2H2","ENSTGUG00000001554"
"USO1","ENSTGUG00000001555"
"CASD1","ENSTGUG00000001556"
"DNALI1","ENSTGUG00000001557"
"SGCE","ENSTGUG00000001558"
"MARVELD2","ENSTGUG00000001559"
"MEAF6","ENSTGUG00000001560"
"G3BP2","ENSTGUG00000001561"
"AP4B1","ENSTGUG00000001565"
"PPP1R9A","ENSTGUG00000001566"
"INSYN2B","ENSTGUG00000001567"
"GRIK3","ENSTGUG00000001569"
"LCP2","ENSTGUG00000001570"
"LOXHD1","ENSTGUG00000001571"
"ALB","ENSTGUG00000001572"
"DND1","ENSTGUG00000001574"
"IK","ENSTGUG00000001576"
"LOC100218152","ENSTGUG00000001577"
"CZH18orf25","ENSTGUG00000001578"
"HAUS1","ENSTGUG00000001579"
"ANKRD17","ENSTGUG00000001580"
"RSBN1","ENSTGUG00000001581"
"ATP5F1A","ENSTGUG00000001582"
"PHTF1","ENSTGUG00000001583"
"ASB4","ENSTGUG00000001584"
"PDK4","ENSTGUG00000001585"
"PSTPIP2","ENSTGUG00000001586"
"EPG5","ENSTGUG00000001587"
"CSF3R","ENSTGUG00000001588"
"DYNC1I1","ENSTGUG00000001589"
"OSCP1","ENSTGUG00000001590"
"TBC1D22B","ENSTGUG00000001592"
"ADAMTS3","ENSTGUG00000001593"
"TMCO6","ENSTGUG00000001595"
"CD14","ENSTGUG00000001596"
"SLC35A4","ENSTGUG00000001597"
"SIGLEC15","ENSTGUG00000001598"
"TMEM173","ENSTGUG00000001599"
"LOC105760841","ENSTGUG00000001601"
"STK40","ENSTGUG00000001603"
"UBE2D2","ENSTGUG00000001604"
"THRAP3","ENSTGUG00000001606"
"CXXC5","ENSTGUG00000001608"
"PSD2","ENSTGUG00000001610"
"SLC4A4","ENSTGUG00000001611"
"BRPF3","ENSTGUG00000001612"
"SETBP1","ENSTGUG00000001615"
"SYT4","ENSTGUG00000001618"
"COL8A2","ENSTGUG00000001619"
"SLC25A13","ENSTGUG00000001620"
"NRG2","ENSTGUG00000001621"
"ADPRHL2","ENSTGUG00000001622"
"MAPK13","ENSTGUG00000001624"
"TEKT2","ENSTGUG00000001625"
"PIK3C3","ENSTGUG00000001626"
"PURA","ENSTGUG00000001628"
"CYSTM1","ENSTGUG00000001629"
"LOC100232386","ENSTGUG00000001631"
"PFDN1","ENSTGUG00000001632"
"MAPK14","ENSTGUG00000001633"
"HBEGF","ENSTGUG00000001634"
"DCK","ENSTGUG00000001636"
"SLC4A9","ENSTGUG00000001638"
"DLX6","ENSTGUG00000001642"
"DLX5","ENSTGUG00000001643"
"GRSF1","ENSTGUG00000001644"
"SRPK1","ENSTGUG00000001648"
"CELF4","ENSTGUG00000001649"
"SDHAF3","ENSTGUG00000001650"
"CLSPN","ENSTGUG00000001651"
"TAC1","ENSTGUG00000001652"
"RUFY3","ENSTGUG00000001653"
"KIAA1328","ENSTGUG00000001654"
"TPGS2","ENSTGUG00000001655"
"LOC100223923","ENSTGUG00000001656"
"ASNS","ENSTGUG00000001657"
"LOC100229057","ENSTGUG00000001658"
"UTP3","ENSTGUG00000001660"
"JCHAIN","ENSTGUG00000001661"
"LHFPL5","ENSTGUG00000001662"
"PSMB2","ENSTGUG00000001663"
"LOC100226213","ENSTGUG00000001664"
"SDAD1","ENSTGUG00000001665"
"C1GALT1","ENSTGUG00000001666"
"AQP3","ENSTGUG00000001667"
"FKBP5","ENSTGUG00000001670"
"NAAA","ENSTGUG00000001671"
"TFAP2E","ENSTGUG00000001672"
"MIOS","ENSTGUG00000001673"
"NOL6","ENSTGUG00000001674"
"PPEF2","ENSTGUG00000001676"
"APBB3","ENSTGUG00000001677"
"GLCCI1","ENSTGUG00000001680"
"NCDN","ENSTGUG00000001681"
"TMEM35B","ENSTGUG00000001682"
"ICA1","ENSTGUG00000001684"
"NUP54","ENSTGUG00000001685"
"TULP1","ENSTGUG00000001686"
"KIAA0319L","ENSTGUG00000001687"
"HARS1","ENSTGUG00000001688"
"UBAP2","ENSTGUG00000001689"
"SCARB2","ENSTGUG00000001690"
"TEAD3","ENSTGUG00000001691"
"NXPH1","ENSTGUG00000001692"
"STAC","ENSTGUG00000001694"
"SHROOM3","ENSTGUG00000001695"
"ZMAT2","ENSTGUG00000001696"
"ARPP21","ENSTGUG00000001697"
"LOC100229630","ENSTGUG00000001698"
"LOC100227202","ENSTGUG00000001699"
"LOC100220115","ENSTGUG00000001700"
"DCAF12","ENSTGUG00000001704"
"SEPTIN11","ENSTGUG00000001707"
"UBAP1","ENSTGUG00000001708"
"ZMYM4","ENSTGUG00000001709"
"KIF24","ENSTGUG00000001710"
"SMPD2","ENSTGUG00000001713"
"PDCD6IP","ENSTGUG00000001714"
"LOC105760850","ENSTGUG00000001716"
"DNAI1","ENSTGUG00000001720"
"MICAL1","ENSTGUG00000001721"
"SFPQ","ENSTGUG00000001722"
"CCNI","ENSTGUG00000001723"
"CCNG2","ENSTGUG00000001728"
"DCTN3","ENSTGUG00000001729"
"CLASP2","ENSTGUG00000001731"
"FANCE","ENSTGUG00000001732"
"LOC115498566","ENSTGUG00000001733"
"DLGAP3","ENSTGUG00000001734"
"PPARD","ENSTGUG00000001735"
"CNOT6L","ENSTGUG00000001737"
"DEF6","ENSTGUG00000001738"
"MRPL1","ENSTGUG00000001739"
"GJB3","ENSTGUG00000001742"
"FRAS1","ENSTGUG00000001743"
"CSMD2","ENSTGUG00000001744"
"ZNF76","ENSTGUG00000001745"
"GALT","ENSTGUG00000001748"
"RPL10A","ENSTGUG00000001749"
"SCUBE3","ENSTGUG00000001750"
"CNTFR","ENSTGUG00000001751"
"UBP1","ENSTGUG00000001752"
"IL11RA","ENSTGUG00000001753"
"PHF24","ENSTGUG00000001754"
"FBXL2","ENSTGUG00000001755"
"ANKS1A","ENSTGUG00000001756"
"NPFFR2","ENSTGUG00000001757"
"DNAJB5","ENSTGUG00000001758"
"GSR","ENSTGUG00000001759"
"VCP","ENSTGUG00000001760"
"SUSD5","ENSTGUG00000001761"
"PPP2CB","ENSTGUG00000001762"
"PURG","ENSTGUG00000001764"
"WRN","ENSTGUG00000001765"
"TAF11","ENSTGUG00000001766"
"UHRF1BP1","ENSTGUG00000001768"
"PDIA4","ENSTGUG00000001769"
"EZH2","ENSTGUG00000001770"
"GTF2E2","ENSTGUG00000001771"
"FANCG","ENSTGUG00000001772"
"SNRPC","ENSTGUG00000001773"
"PIGO","ENSTGUG00000001774"
"STOML2","ENSTGUG00000001775"
"RBPMS","ENSTGUG00000001776"
"ILRUN","ENSTGUG00000001777"
"DCTN6","ENSTGUG00000001779"
"SPDEF","ENSTGUG00000001781"
"LOC100223058","ENSTGUG00000001782"
"BTC","ENSTGUG00000001783"
"UNC13B","ENSTGUG00000001785"
"RCHY1","ENSTGUG00000001787"
"CUL1","ENSTGUG00000001790"
"LOC751972","ENSTGUG00000001791"
"CDKL2","ENSTGUG00000001792"
"CNTNAP2","ENSTGUG00000001794"
"LEMD2","ENSTGUG00000001795"
"AP1AR","ENSTGUG00000001796"
"LOC100230361","ENSTGUG00000001797"
"ITPR3","ENSTGUG00000001798"
"TIFA","ENSTGUG00000001799"
"ALPK1","ENSTGUG00000001800"
"ZGRF1","ENSTGUG00000001801"
"TPK1","ENSTGUG00000001803"
"LARP7","ENSTGUG00000001804"
"EGFR","ENSTGUG00000001806"
"ANK2","ENSTGUG00000001807"
"LOC100221408","ENSTGUG00000001808"
"RUSC2","ENSTGUG00000001809"
"LOC101233989","ENSTGUG00000001811"
"VOPP1","ENSTGUG00000001812"
"BLVRA","ENSTGUG00000001814"
"TESK1","ENSTGUG00000001815"
"HECW1","ENSTGUG00000001817"
"LOC115491204","ENSTGUG00000001818"
"TMEM8B","ENSTGUG00000001820"
"CAMK2D","ENSTGUG00000001821"
"TAF1C","ENSTGUG00000001822"
"HINT2","ENSTGUG00000001823"
"MRPL32","ENSTGUG00000001824"
"PSMA2","ENSTGUG00000001827"
"NPR2","ENSTGUG00000001828"
"OARD1","ENSTGUG00000001830"
"C2H7orf25","ENSTGUG00000001831"
"NFYA","ENSTGUG00000001832"
"GLI3","ENSTGUG00000001834"
"TREM2","ENSTGUG00000001835"
"FOXP4","ENSTGUG00000001837"
"MSMP","ENSTGUG00000001838"
"ARSJ","ENSTGUG00000001839"
"UGT8","ENSTGUG00000001840"
"RGP1","ENSTGUG00000001841"
"INHBA","ENSTGUG00000001843"
"SUGCT","ENSTGUG00000001844"
"LOC100218507","ENSTGUG00000001845"
"NDST4","ENSTGUG00000001847"
"MPLKIP","ENSTGUG00000001848"
"LOC100220412","ENSTGUG00000001849"
"CDK13","ENSTGUG00000001850"
"LOC115491154","ENSTGUG00000001851"
"TLN1","ENSTGUG00000001853"
"RALA","ENSTGUG00000001854"
"LOC100229648","ENSTGUG00000001856"
"LOC105758977","ENSTGUG00000001857"
"POU6F2","ENSTGUG00000001859"
"VPS41","ENSTGUG00000001860"
"PRSS12","ENSTGUG00000001861"
"SLC35B1","ENSTGUG00000001866"
"METTL14","ENSTGUG00000001867"
"SMO","ENSTGUG00000001868"
"AMPH","ENSTGUG00000001869"
"SEC24D","ENSTGUG00000001870"
"KAT7","ENSTGUG00000001873"
"LOC115492589","ENSTGUG00000001874"
"LOC115491017","ENSTGUG00000001875"
"LOC101233140","ENSTGUG00000001876"
"LRRFIP2","ENSTGUG00000001878"
"LOC100226207","ENSTGUG00000001879"
"UBTF","ENSTGUG00000001880"
"MYOZ2","ENSTGUG00000001883"
"SLC4A1","ENSTGUG00000001885"
"LOC105760853","ENSTGUG00000001888"
"GOLGA4","ENSTGUG00000001889"
"ARHGEF39","ENSTGUG00000001890"
"USP53","ENSTGUG00000001892"
"MRPL17","ENSTGUG00000001893"
"CCBE1","ENSTGUG00000001894"
"KLHDC10","ENSTGUG00000001895"
"FABP2","ENSTGUG00000001896"
"ITGA9","ENSTGUG00000001897"
"PDE5A","ENSTGUG00000001899"
"MEST","ENSTGUG00000001900"
"PDZD2","ENSTGUG00000001901"
"SLC25A39","ENSTGUG00000001903"
"TMEM209","ENSTGUG00000001904"
"GOLPH3","ENSTGUG00000001905"
"MTMR12","ENSTGUG00000001907"
"MAPT","ENSTGUG00000001908"
"ZFR","ENSTGUG00000001909"
"NEUROD6","ENSTGUG00000001910"
"KANSL1","ENSTGUG00000001911"
"LOC100224866","ENSTGUG00000001912"
"CDH12","ENSTGUG00000001914"
"LOC115490771","ENSTGUG00000001915"
"RPL7L1","ENSTGUG00000001916"
"MAD2L1","ENSTGUG00000001917"
"CEP41","ENSTGUG00000001919"
"PRDM5","ENSTGUG00000001920"
"NPR3","ENSTGUG00000001921"
"COPG2","ENSTGUG00000001923"
"LOC100232263","ENSTGUG00000001924"
"TARS1","ENSTGUG00000001925"
"CDH10","ENSTGUG00000001926"
"NDNF","ENSTGUG00000001927"
"TNIP3","ENSTGUG00000001928"
"QRFPR","ENSTGUG00000001929"
"ANXA5","ENSTGUG00000001930"
"DDX42","ENSTGUG00000001931"
"FBH1","ENSTGUG00000001932"
"ADAMTS12","ENSTGUG00000001933"
"CDH9","ENSTGUG00000001934"
"CCDC47","ENSTGUG00000001935"
"ANKRD16","ENSTGUG00000001936"
"GDI2","ENSTGUG00000001937"
"EXOSC9","ENSTGUG00000001938"
