Types	Targets	Data_type	Variant_type	CNT_gene	Gene_list	CNT_gobp	Average_p	GObp_list
HALLE,HALAL,CATAU,CAPCA,CHLUN,TAUER_TSNV_all	HALLE,HALAL,CATAU,CAPCA,CHLUN,TAUER	TSNV	all	1	MTOR	17	0.0493	GO:1904206(0.0493)_positive regulation of skeletal muscle hypertrophy,GO:0009758(0.0493)_carbohydrate utilization,GO:0043610(0.0493)_regulation of carbohydrate utilization,GO:1990739(0.0493)_granulosa cell proliferation,GO:1904195(0.0493)_regulation of granulosa cell proliferation,GO:1904197(0.0493)_positive regulation of granulosa cell proliferation,GO:1902488(0.0493)_cholangiocyte apoptotic process,GO:1904192(0.0493)_regulation of cholangiocyte apoptotic process,GO:1904193(0.0493)_negative regulation of cholangiocyte apoptotic process,GO:1990705(0.0493)_cholangiocyte proliferation,GO:1904054(0.0493)_regulation of cholangiocyte proliferation,GO:1904056(0.0493)_positive regulation of cholangiocyte proliferation,GO:1904201(0.0493)_regulation of iodide transport,GO:1904202(0.0493)_negative regulation of iodide transport,GO:1904200(0.0493)_iodide transmembrane transport,GO:1904212(0.0493)_regulation of iodide transmembrane transport,GO:1904213(0.0493)_negative regulation of iodide transmembrane transport
HALLE,HALAL,CATAU,CHAVO,BALRE,MESUN_TSNV_all	HALLE,HALAL,CATAU,CHAVO,BALRE,MESUN	TSNV	all	2	CEP104,ERBIN	1	0.0498	GO:0045175(0.0498)_basal protein localization
HALLE,HALAL,CATAU,CHLUN,MESUN,PTEGU_TSNV_all	HALLE,HALAL,CATAU,CHLUN,MESUN,PTEGU	TSNV	all	3	KATNAL1,ENSGALT00000033499,LRP6	1	0.0498	GO:2000055(0.0498)_positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
HALLE,HALAL,FULGL,PYGAD,APTFO,PHALE_TSNV_all	HALLE,HALAL,FULGL,PYGAD,APTFO,PHALE	TSNV	all	2	USP16,AHI1	6	0.0498	GO:0070121(0.0498)_Kupffer's vesicle development,GO:0030862(0.0498)_positive regulation of polarized epithelial cell differentiation,GO:0039007(0.0498)_pronephric nephron morphogenesis,GO:0039008(0.0498)_pronephric nephron tubule morphogenesis,GO:0039022(0.0498)_pronephric duct development,GO:0039023(0.0498)_pronephric duct morphogenesis
HALLE,HALAL,MESUN,PTEGU,COLLI,STRCA_TSNV_all	HALLE,HALAL,MESUN,PTEGU,COLLI,STRCA	TSNV	all	2	UBR5,ABL1	9	0.036303333	GO:1903321(0.00848)_negative regulation of protein modification by small protein conjugation or removal,GO:0031396(0.0459)_regulation of protein ubiquitination,GO:0031397(0.00635)_negative regulation of protein ubiquitination,GO:1904618(0.0498)_positive regulation of actin binding,GO:1904531(0.0498)_positive regulation of actin filament binding,GO:0002332(0.0498)_transitional stage B cell differentiation,GO:0002333(0.0498)_transitional one stage B cell differentiation,GO:2001020(0.0454)_regulation of response to DNA damage stimulus,GO:0030177(0.0214)_positive regulation of Wnt signaling pathway
HALLE,PHALE,EURHE,CHLUN,TAUER,CUCCA_TSNV_all	HALLE,PHALE,EURHE,CHLUN,TAUER,CUCCA	TSNV	all	1	CDHR2	1	0.0493	GO:0060243(0.0493)_negative regulation of cell growth involved in contact inhibition
LEPDI,PYGAD,APTFO,CALAN,CHAPE,CAPCA_TSNV_all	LEPDI,PYGAD,APTFO,CALAN,CHAPE,CAPCA	TSNV	all	1	BRDT	3	0.0493	GO:0051037(0.0493)_regulation of transcription involved in meiotic cell cycle,GO:0051039(0.0493)_positive regulation of transcription involved in meiotic cell cycle,GO:0001207(0.0493)_histone displacement
MANVI,CHAVO,BALRE,OPHHO,CALAN,CHAPE_TSNV_all	MANVI,CHAVO,BALRE,OPHHO,CALAN,CHAPE	TSNV	all	1	NOX1	1	0.0493	GO:1990451(0.0493)_cellular stress response to acidic pH
MANVI,MERNU,PICPU,BUCRH,PHORU,PODCR_TSNV_all	MANVI,MERNU,PICPU,BUCRH,PHORU,PODCR	TSNV	all	2	OTUD4,SCLY	1	0.0498	GO:0016261(0.0498)_selenocysteine catabolic process
MANVI,PHALE,EURHE,GALGA,MELGA,ANAPL_TSNV_all	MANVI,PHALE,EURHE,GALGA,MELGA,ANAPL	TSNV	all	8	STIL,DNM1L,SMARCA5,TGFBR2,ENSGALT00000016996,TBC1D8,TTC26,RAPGEF1	1	0.0153	GO:0007224(0.0153)_smoothened signaling pathway
MANVI,TYTAL,PELCR,EGRGA,NIPNI,PHACA_TSNV_all	MANVI,TYTAL,PELCR,EGRGA,NIPNI,PHACA	TSNV	all	1	LGALS8	1	0.0493	GO:1904977(0.0493)_lymphatic endothelial cell migration
MELUN,NESNO,CALAN,CHAPE,GALGA,MELGA_TSNV_all	MELUN,NESNO,CALAN,CHAPE,GALGA,MELGA	TSNV	all	54	CD14,APC,ANXA11,PARP15,ADAMTS9,DRC7,KIF27,ARMC9,WARS,CHM,LTV1,OTOG,UBQLN1,KIAA1551,ENSGALT00000004305,MLH3,TMC3,EPHA8,TSKU,SLC7A6,VLDLR,KCNH7,B3GALT1,CUL4B,POT1,BOLL,DCTN3,C16orf59,ENSGALT00000030948,POLR1B,PRMT7,HMGXB3,B3GNT2,RPL19,ZIC4,BEND3,RIPK1,SLC44A5,USP47,CWC22,ZNF462,VIL1,NEURL1,SYCP2L,TICAM1,NEXMIF,CFAP65,ENSGALT00000013047,SPP1,AKAP1,KIAA1109,COL6A1,MAPK1IP1L,IL22RA2	1	0.037	GO:0034138(0.037)_toll-like receptor 3 signaling pathway
MELUN,NESNO,GALGA,MELGA,ANAPL,TINMA_TSNV_all	MELUN,NESNO,GALGA,MELGA,ANAPL,TINMA	TSNV	all	148	EIF3B,TTI1,PROM2,XPC,ENPP6,KCNG2,DHX29,TCP11L2,SRRM4,IARS2,GSC2,HABP2,HTR1D,CHEK2,DNAJB11,KIF27,EPS8,MASTL,BCAR3,RBM25,RBP4,KLHL7,MAPK8IP1,ERRFI1,ENSGALT00000036412,CDC14B,ARL4A,APOB,MICU2,ST14,ING2,OMA1,CASC5,GCC2,PANX2,KCTD18,VPS18,PXDC1,MRPL22,SSX2IP,NANS,CWF19L1,IL5,ZSWIM5,TSKU,WNT8A,ICE2,B4GALT4,NKAIN1,CHST1,PDCD2,ERP27,FGD4,LRRN4,PIAS4,MGLL,ZCCHC11,EBNA1BP2,PRMT9,CHD2,NDUFAF1,STK17B,TMA16,AS3MT,FHDC1,ARRDC4,RUVBL1,DEPTOR,GPR35,ADD3,PHACTR3,NUDT12,ATP7A,ZHX3,ASB4,POT1,FAAH,KIAA0146,DZANK1,ENSGALT00000040349,CHGB,UROS,ENSGALT00000035169,THUMPD3,CREBBP,AP5Z1,UACA,GPRIN2,SLC3A1,ENSGALT00000002439,KPNA4,PABPC1L,CNOT4,ENSGALT00000038613,VDAC3,TRUB2,CD40LG,CHPF,EXD2,BBS4,TACR2,ODF2,NDRG3,MRPL32,SLIT1,ZNRF3,BLM,NDNF,ENSGALT00000026593,TTBK1,ALPK1,FBXO25,DCUN1D5,NSRP1,LNX2,SMC3,MMP13,EIF4ENIF1,POP1,SF3A1,CEP170,PKDCC,MATK,AKAP12,MFAP3L,TRIM67,KIAA1217,RXRG,ANKRD1,NBN,KIF21B,NCAPG,TDP1,ARPC3,ENSGALT00000026420,ENSGALT00000027531,TRIM24,COQ4,CNOT8,HIC2,ENSGALT00000015929,DCP2,CAPN13,PDGFRA,MYSM1,RNF38,MDM1,NFRKB	1	0.032	GO:0006974(0.032)_cellular response to DNA damage stimulus
MELUN,NESNO,LEPDI,CHLUN,TAUER,CUCCA_TSNV_all	MELUN,NESNO,LEPDI,CHLUN,TAUER,CUCCA	TSNV	all	1	INPP5F	1	0.0493	GO:0031161(0.0493)_phosphatidylinositol catabolic process
MELUN,NESNO,MERNU,PICPU,PHALE,EURHE_TSNV_all	MELUN,NESNO,MERNU,PICPU,PHALE,EURHE	TSNV	all	8	DYNC1H1,TMEM131,RBM6,IGFN1,CRTC1,MAPK8IP3,UBR1,LRP8	1	0.0249	GO:0032793(0.0249)_positive regulation of CREB transcription factor activity
MELUN,NESNO,OPHHO,CHLUN,TAUER,CUCCA_TSNV_all	MELUN,NESNO,OPHHO,CHLUN,TAUER,CUCCA	TSNV	all	2	OPA1,KDM5B	1	0.0498	GO:1904643(0.0498)_response to curcumin
MERNU,PELCR,EGRGA,CALAN,CHAPE,CAPCA_TSNV_all	MERNU,PELCR,EGRGA,CALAN,CHAPE,CAPCA	TSNV	all	2	KIT,ARHGAP31	9	0.0498	GO:0014828(0.0498)_distal stomach smooth muscle contraction,GO:0120064(0.0498)_stomach pylorus smooth muscle contraction,GO:0120065(0.0498)_pyloric antrum smooth muscle contraction,GO:0120071(0.0498)_regulation of pyloric antrum smooth muscle contraction,GO:0120072(0.0498)_positive regulation of pyloric antrum smooth muscle contraction,GO:0097326(0.0498)_melanocyte adhesion,GO:1990765(0.0498)_colon smooth muscle contraction,GO:1904341(0.0498)_regulation of colon smooth muscle contraction,GO:1904343(0.0498)_positive regulation of colon smooth muscle contraction
MERNU,PICPU,BUCRH,APAVI,CHAPE,PHORU_TSNV_all	MERNU,PICPU,BUCRH,APAVI,CHAPE,PHORU	TSNV	all	2	LPO,PHF3	1	0.0498	GO:0018969(0.0498)_thiocyanate metabolic process
MERNU,PICPU,BUCRH,APAVI,COLST,TAUER_TSNV_all	MERNU,PICPU,BUCRH,APAVI,COLST,TAUER	TSNV	all	6	C5orf24,PSMC3,PHRF1,ZNF609,NSMF,MATN2	2	0.012	GO:0001764(0.0119)_neuron migration,GO:2001224(0.0121)_positive regulation of neuron migration
MERNU,PICPU,BUCRH,APAVI,EGRGA,MELGA_TSNV_all	MERNU,PICPU,BUCRH,APAVI,EGRGA,MELGA	TSNV	all	1	SLC16A1	2	0.0493	GO:0051780(0.0493)_behavioral response to nutrient,GO:0015728(0.0493)_mevalonate transport
MERNU,PICPU,BUCRH,APAVI,FULGL,CALAN_TSNV_all	MERNU,PICPU,BUCRH,APAVI,FULGL,CALAN	TSNV	all	2	LPO,NAP1L4	1	0.0498	GO:0018969(0.0498)_thiocyanate metabolic process
MERNU,PICPU,BUCRH,APAVI,PYGAD,CHAPE_TSNV_all	MERNU,PICPU,BUCRH,APAVI,PYGAD,CHAPE	TSNV	all	1	RNF126	1	0.0493	GO:0071629(0.0493)_cytoplasm protein quality control by the ubiquitin-proteasome system
MERNU,PICPU,BUCRH,EGRGA,CHLUN,TAUER_TSNV_all	MERNU,PICPU,BUCRH,EGRGA,CHLUN,TAUER	TSNV	all	2	ANO9,G2E3	1	0.0498	GO:1902939(0.0498)_negative regulation of intracellular calcium activated chloride channel activity
MERNU,PICPU,BUCRH,MESUN,PTEGU,ANAPL_TSNV_all	MERNU,PICPU,BUCRH,MESUN,PTEGU,ANAPL	TSNV	all	3	CRLS1,ENSGALT00000017786,ALKBH3	1	0.0498	GO:1905711(0.0498)_response to phosphatidylethanolamine
MERNU,PICPU,BUCRH,PYGAD,APTFO,PHORU_TSNV_all	MERNU,PICPU,BUCRH,PYGAD,APTFO,PHORU	TSNV	all	2	MARCO,LPO	1	0.0498	GO:0018969(0.0498)_thiocyanate metabolic process
MERNU,PICPU,CATAU,MESUN,PTEGU,COLLI_TSNV_all	MERNU,PICPU,CATAU,MESUN,PTEGU,COLLI	TSNV	all	2	CP,TOP2A	1	0.0498	GO:0045870(0.0498)_positive regulation of single stranded viral RNA replication via double stranded DNA intermediate
MERNU,PICPU,PHORU,GALGA,MELGA,ANAPL_TSNV_all	MERNU,PICPU,PHORU,GALGA,MELGA,ANAPL	TSNV	all	13	INO80,ENSGALT00000028086,TACC2,AL049697.1,LPO,C11orf24,PKHD1,PXDNL,FASN,DLGAP5,SETD2,ENSGALT00000023898,IFIH1	1	0.0256	GO:0007017(0.0256)_microtubule-based process
MERNU,PICPU,PYGAD,MESUN,PTEGU,COLLI_TSNV_all	MERNU,PICPU,PYGAD,MESUN,PTEGU,COLLI	TSNV	all	1	SMCHD1	1	0.0493	GO:0060821(0.0493)_inactivation of X chromosome by DNA methylation
NESNO,BUCRH,PELCR,EGRGA,NIPNI,PHACA_TSNV_all	NESNO,BUCRH,PELCR,EGRGA,NIPNI,PHACA	TSNV	all	1	XCL1	6	0.0493	GO:2000517(0.0493)_regulation of T-helper 1 cell activation,GO:2000518(0.0493)_negative regulation of T-helper 1 cell activation,GO:0035782(0.0493)_mature natural killer cell chemotaxis,GO:0035746(0.0493)_granzyme A production,GO:2000511(0.0493)_regulation of granzyme A production,GO:2000513(0.0493)_positive regulation of granzyme A production
NESNO,HALLE,HALAL,PELCR,EGRGA,NIPNI_TSNV_all	NESNO,HALLE,HALAL,PELCR,EGRGA,NIPNI	TSNV	all	1	XCL1	6	0.0493	GO:0035746(0.0493)_granzyme A production,GO:2000511(0.0493)_regulation of granzyme A production,GO:2000513(0.0493)_positive regulation of granzyme A production,GO:0035782(0.0493)_mature natural killer cell chemotaxis,GO:2000517(0.0493)_regulation of T-helper 1 cell activation,GO:2000518(0.0493)_negative regulation of T-helper 1 cell activation
PELCR,EGRGA,NIPNI,PHACA,ANAPL,TINMA_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,ANAPL,TINMA	TSNV	all	2	PHC3,WRN	2	0.0498	GO:0060542(0.0498)_regulation of strand invasion,GO:0098530(0.0498)_positive regulation of strand invasion
PELCR,EGRGA,NIPNI,PHACA,CAPCA,GALGA_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,CAPCA,GALGA	TSNV	all	1	AZIN2	1	0.0493	GO:0098629(0.0493)_trans-Golgi network membrane organization
PELCR,EGRGA,NIPNI,PHACA,CHLUN,CUCCA_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,CHLUN,CUCCA	TSNV	all	4	PTH3R,XCL1,PLOD2,ENSGALT00000027531	6	0.0498	GO:0035782(0.0498)_mature natural killer cell chemotaxis,GO:0035746(0.0498)_granzyme A production,GO:2000511(0.0498)_regulation of granzyme A production,GO:2000513(0.0498)_positive regulation of granzyme A production,GO:2000517(0.0498)_regulation of T-helper 1 cell activation,GO:2000518(0.0498)_negative regulation of T-helper 1 cell activation
PELCR,EGRGA,NIPNI,PHACA,COLLI,STRCA_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,COLLI,STRCA	TSNV	all	3	C2H6orf52,UGDH,ASPH	1	0.0407	GO:0022900(0.0407)_electron transport chain
PELCR,EGRGA,NIPNI,PHACA,EURHE,BALRE_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,EURHE,BALRE	TSNV	all	2	XCL1,ERN1	9	0.0498	GO:0036290(0.0498)_protein trans-autophosphorylation,GO:1990579(0.0498)_peptidyl-serine trans-autophosphorylation,GO:0035782(0.0498)_mature natural killer cell chemotaxis,GO:0070054(0.0498)_mRNA splicing, via endonucleolytic cleavage and ligation,GO:2000517(0.0498)_regulation of T-helper 1 cell activation,GO:2000518(0.0498)_negative regulation of T-helper 1 cell activation,GO:0035746(0.0498)_granzyme A production,GO:2000511(0.0498)_regulation of granzyme A production,GO:2000513(0.0498)_positive regulation of granzyme A production
PELCR,EGRGA,NIPNI,PHACA,FULGL,PTEGU_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,FULGL,PTEGU	TSNV	all	3	WDR52,SHMT1,THOC5	2	0.0498	GO:1904481(0.0498)_response to tetrahydrofolate,GO:1904482(0.0498)_cellular response to tetrahydrofolate
PELCR,EGRGA,NIPNI,PHACA,PTEGU,STRCA_TSNV_all	PELCR,EGRGA,NIPNI,PHACA,PTEGU,STRCA	TSNV	all	2	TNR,PCM1	1	0.0498	GO:0048692(0.0498)_negative regulation of axon extension involved in regeneration
PELCR,FULGL,PYGAD,APTFO,TINMA,STRCA_TSNV_all	PELCR,FULGL,PYGAD,APTFO,TINMA,STRCA	TSNV	all	3	KDM5B,ERCC3,RNMT	3	0.006373333	GO:0036260(0.0065)_RNA capping,GO:0009452(0.0065)_7-methylguanosine RNA capping,GO:0006370(0.0061200000000000004)_7-methylguanosine mRNA capping
PICPU,FULGL,PYGAD,APTFO,CALAN,CHAPE_TSNV_all	PICPU,FULGL,PYGAD,APTFO,CALAN,CHAPE	TSNV	all	3	CENPC1,CWC25,EIF2AK4	1	0.0498	GO:0039520(0.0498)_induction by virus of host autophagy
PICPU,FULGL,PYGAD,APTFO,MESUN,PTEGU_TSNV_all	PICPU,FULGL,PYGAD,APTFO,MESUN,PTEGU	TSNV	all	2	SLC15A1,LGALS8	1	0.0498	GO:1904977(0.0498)_lymphatic endothelial cell migration
TAEGU,GEOFO,CHAVO,MESUN,PTEGU,COLLI_TSNV_all	TAEGU,GEOFO,CHAVO,MESUN,PTEGU,COLLI	TSNV	all	1	ABCC1	2	0.0493	GO:0035443(0.0493)_tripeptide transmembrane transport,GO:0034775(0.0493)_glutathione transmembrane transport
TAEGU,GEOFO,CORBR,APAVI,MESUN,PTEGU_TSNV_all	TAEGU,GEOFO,CORBR,APAVI,MESUN,PTEGU	TSNV	all	30	LRRK1,SPIK7,TBC1D23,TDG,SYNE3,COL17A1,SLC35E2B,SULT6B1,OTOG,CNOT1,TRANK1,CLBA1,KIFAP3,KDM5B,CDH13,RBM44,PLCXD1,NPEPL1,SLC7A3,ENSGALT00000002607,TMEM144,ZBTB41,MON2,ACD,ZC3HC1,SF3A1,EXO1,ENSGALT00000010311,SHCBP1,KDM5A	1	0.00329	GO:0034721(0.00329)_histone H3-K4 demethylation, trimethyl-H3-K4-specific
TAEGU,GEOFO,CORBR,CARCR,PYGAD,APTFO_TSNV_all	TAEGU,GEOFO,CORBR,CARCR,PYGAD,APTFO	TSNV	all	8	ALG8,SUCO,ATAD5,TIE1,DCAF7,CRYBG1,STAM,CD40	3	0.016933333	GO:0048291(0.0216)_isotype switching to IgG isotypes,GO:0048302(0.0185)_regulation of isotype switching to IgG isotypes,GO:0048304(0.0107)_positive regulation of isotype switching to IgG isotypes
TAEGU,GEOFO,CORBR,GAVST,GALGA,MELGA_TSNV_all	TAEGU,GEOFO,CORBR,GAVST,GALGA,MELGA	TSNV	all	76	CD14,COBLL1,ADAM8,NUP133,NPM3,ZRANB2,ENSGALT00000041164,PDCD11,THBS2,UNC80,SMC4,SMAD1,DNAH3,WBP4,CCDC82,ZNF598,RASEF,CRYM,SESTD1,KIAA1551,SLK,SSX2IP,PPP1R15B,MC2R,CLBA1,SPATA5,SLC36A1,NVL,THEMIS,STOX1,CXCR4,ARHGAP6,ARNT,NPC2,METTL14,C5orf22,SPHKAP,FDXACB1,GINS3,NUP188,TMEM63C,KIF26B,ATP7A,TMCO4,CD276,NLRC3,XPO4,PMS1,MAEL,DUSP10,RFC1,TLR7,NCBP3,ASMT,MDGA1,ANKRD33B,SLC18B1,KANK4,USP47,ANKLE2,VCAM1,SLC6A4,POLR2B,KLHL42,ENSGALT00000010311,ENSGALT00000012050,TDRD6,SMPDL3B,USP4,NDST3,PMEPA1,MUSK,ENSGALT00000019706,IFIH1,CD38,DNAH10	2	0.03875	GO:0036293(0.0432)_response to decreased oxygen levels,GO:0001666(0.0343)_response to hypoxia
TAEGU,GEOFO,CORBR,HALLE,HALAL,GAVST_TSNV_all	TAEGU,GEOFO,CORBR,HALLE,HALAL,GAVST	TSNV	all	27	RNFT1,LPAR3,BRCA2,SMPDL3A,CCDC191,ENSGALT00000014512,USP30,C1orf116,BCAT1,ATAD5,HNRNPK,RRP12,GDF9,PER3,BARD1,ENSGALT00000034760,DAO,RBBP5,CFAP69,REV3L,SYCP2L,PADI2,RFX4,PHF14,MICALCL,GMPS,OFD1	1	0.0429	GO:0042771(0.0429)_intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
TAEGU,GEOFO,CORBR,MANVI,BALRE,CHAPE_TSNV_all	TAEGU,GEOFO,CORBR,MANVI,BALRE,CHAPE	TSNV	all	78	HSPA5,ITGB6,PTAFR,JCAD,DHX37,MYO9B,KCNJ16,SMARCE1,ZNF106,ADNP,MOV10L1,USP40,DNAH3,FAM83H,COL6A2,ENSGALT00000018514,EP400,DAPK2,APOB,ZNFX1,LARS,ZBTB34,DENND4A,TBCEL,SYCP1,PIWIL1,HJURP,PANK3,DIS3L,PLEKHA7,MED13L,AGT,TNIP3,TEX14,ODF2L,DOPEY1,MAP3K2,C1QA,PMS1,DIXDC1,NDC1,AIMP2,AP5Z1,RHPN1,SPIA4,SCARB2,BAIAP2L1,ITSN2,C20orf43,FAM129A,IGF2BP1,SAMD7,COL6A3,ASPM,HNRNPM,RRN3,VPS35L,VIL1,NCAPD3,CEP350,CEP290,ZNF318,KIF4A,MANBA,ATP5PB,GOLIM4,SVIL,ARHGAP29,SEC24D,BBS10,TTC34,SOAT1,CD2AP,AGXT2,PNISR,MAT2B,FABP6,HEXDC	1	0.0136	GO:0051321(0.0136)_meiotic cell cycle
TAEGU,GEOFO,CORBR,MANVI,BUCRH,EURHE_TSNV_all	TAEGU,GEOFO,CORBR,MANVI,BUCRH,EURHE	TSNV	all	170	SLC45A3,AASDH,CCDC73,CYLD,PPP2CB,KIAA0319L,NEXN,SYTL3,ASB1,FAM135B,KIF23,CPT1A,REXO4,ADNP,BCR,C1orf146,BAZ1A,BRIP1,OGFOD2,CCDC27,R3HDM1,FNIP2,TMEM41B,KLHL7,EP400,GNB1,PNRC2,DDA1,DNAH1,TPST1,BUB1B,UBASH3A,WASHC2C,IKBIP,VCPIP1,ENSGALT00000012014,VPS53,C11orf16,ULK2,COPS8,EFHC1,TMEM209,SMCHD1,PIWIL1,FAM160A1,ATXN10,NKTR,CRISPLD1,KIAA1551,ERLEC1,DNAJC9,BICC1,ZFYVE1,CCNF,DYNC1LI2,NCOR2,POGZ,RALGAPA2,ATG4B,DENND6A,GARS,LRRN2,KLHDC2,ENSGALT00000007377,ENSGALT00000040293,PKN2,PROS1,SPTBN1,CHD2,COMP,ENSGALT00000024430,AGGF1,CCDC40,PPIP5K2,NUDC,JAG1,CTBPL,IMPA2,CLSTN3,DUSP12,MCMDC2,FZR1,GAPVD1,ORC2,FAM13C,GDF9,BARD1,FOXN1,SMYD4,COPB2,KSR1,GEMIN5,GCLM,HAUS3,AIMP2,ENSGALT00000037109,KPNB1,WDR72,FASN,NDUFV2,GOLGB1,SETX,EIF2AK1,SCARB2,MLLT1,MCM9,DLGAP5,IFT81,PNPT1,FAM162B,ITSN2,E2F8,ANKZF1,RAB2A,MIGA1,UIMC1,GOLGA2,XPNPEP3,TLR15,FAM161A,ZNF438,RPAP3,CIITA,KIF18A,MYO1C,RACGAP1,AREL1,SPIRE1,ENSGALT00000034695,ZC3H6,CLCN5,PMS2,CPA6,TTBK1,SEC16A,SLC13A4,KNTC1,SPG7,DTHD1,ENSGALT00000039261,RPL8,GTF3C1,NPHP1,C1orf112,ACSM3,ENSGALT00000015470,NUP153,RBM26,ENSGALT00000019696,AMPD1,TECPR1,LRRC59,CNTD1,GIP,ATP13A4,PLXNC1,ZWILCH,LRIG2,TRIM33,KLHDC1,DNAJC2,KIAA1109,SLC44A1,CDK12,NARFL,NUP58,ANAPC1,TSPOAP1,RBBP8,GSG1L2	8	0.010714	GO:0051301(0.000452)_cell division,GO:0007049(0.00147)_cell cycle,GO:0022402(0.00996)_cell cycle process,GO:0071840(0.0222)_cellular component organization or biogenesis,GO:0016043(0.0151)_cellular component organization,GO:0006996(0.00292)_organelle organization,GO:0048285(0.0256)_organelle fission,GO:0000280(0.00801)_nuclear division
TAEGU,GEOFO,CORBR,MANVI,BUCRH,LEPDI_TSNV_all	TAEGU,GEOFO,CORBR,MANVI,BUCRH,LEPDI	TSNV	all	115	TRIM66,EIF3B,USP32,GPATCH1,ZSWIM8,NEXN,ENSGALT00000036738,DAGLA,BID,BLVRA,CPT1A,MTMR8,MRPL39,OSGIN1,CHEK2,MEIOB,FBXW8,EDC4,ENSGALT00000039593,CGRRF1,RXFP3,BRIP1,PREPL,C2orf77,OBSCN,DNAH3,YLPM1,SSH1,ENSGALT00000001899,EP400,SPIA1,CNOT10,MYBPC3,KNDC1,ATRIP,IFT52,ENSGALT00000017449,PIWIL1,MPP4,NKTR,ENSGALT00000008037,KIT,NSD3,ENSGALT00000004305,SLC13A3,UFD1L,PIAS4,CCNA1,NEK9,CYP19A1,TDH,ENSGALT00000039321,ENSGALT00000011662,POLK,MCMDC2,GAPVD1,NCSTN,DIABLO,CAB39,ERAL1,CIAPIN1,TBL3,DHX38,THUMPD3,DDX5,PRKD3,KPNA4,MCM9,C4BPA,C5orf34,DDB2,ACAN,LIFR,MUM1,RAVER2,COL6A3,DRC3,FASTKD2,GSTZ1,ZNF639,SETD2,SMURF2,GAB3,DAGLB,LRRCC1,MATN2,ENSGALT00000038596,INTS2,GON4L,TMEM81,FAM96A,MIIP,SLC17A9,NUP153,SLC39A3,DNAJC25,MAU2,COPA,KIAA1217,SEC24D,PRTG,IFT80,ZWILCH,ENSGALT00000024584,PDE1A,C1H21ORF33,MRPL38,MUT,NARFL,MYO19,CRELD2,ANAPC1,GLE1,DNAH10,UBE3B	2	0.0321	GO:0006974(0.0323)_cellular response to DNA damage stimulus,GO:0006281(0.0319)_DNA repair
TAEGU,GEOFO,CORBR,MANVI,BUCRH,MELGA_TSNV_all	TAEGU,GEOFO,CORBR,MANVI,BUCRH,MELGA	TSNV	all	83	ZSWIM8,ENSGALT00000040601,PHC3,KCNJ16,CCSER2,SYTL5,ENSGALT00000003904,WDR52,SYBU,BRIP1,CCDC27,C2orf71,RB1CC1,MAPRE1,CEP78,SFI1,WDR36,FBLN1,SCYL3,FAM83B,TRPV3,CRYM,GCC2,RBM19,CCNF,PPFIA1,TRPC4AP,ENSGALT00000004308,PHRF1,ARHGAP25,NMRK1,KIF2C,LRRN2,IQGAP2,CAMSAP2,SSFA2,SLC45A1,RP1,TMEM74,CA4,CLTC,ENSGALT00000012456,ITSN1,EME1,SUGP2,RC3H1,CMTR1,RECQL,NADSYN1,KLHL4,SLX4IP,CEP152,EIF4E2,IL18RAP,GEMIN5,SHROOM3,PEAK1,FASN,HMGXB3,CAMLG,SETD2,RUSC2,TRIM36,CCT4,HOXB3,FAM149B1,LRRCC1,COL1A2,NRDC,GON4L,DGCR8,CIP2A,EXO1,SLC39A3,CSE1L,ENSGALT00000008450,THYN1,MYL3,TRIM33,SELENBP1,C1H21ORF33,ENSGALT00000013953,DNAH10	2	0.00744	GO:0007017(0.00818)_microtubule-based process,GO:0000226(0.0067)_microtubule cytoskeleton organization
TAEGU,GEOFO,CORBR,MANVI,COLST,NIPNI_TSNV_all	TAEGU,GEOFO,CORBR,MANVI,COLST,NIPNI	TSNV	all	54	SLC45A3,RBM22,FAM208A,MYO9B,BRCA2,SPG11,C2orf71,FEM1A,KIAA1211,LMNA,DPP7,CBL,TMEM132D,GNB4,IL12B,STK36,RGS10,DYNC1H1,CDHR1,MYO7B,RALGAPA2,COIL,PKN2,PROS1,ZCCHC6,FEM1B,FAM168B,ENSGALT00000019858,LETM2,KCNE2,LATS1,KSR1,ARNTL2,PCM1,KCTD3,NUDT6,DHX32,TRAF3IP2,SLC2A1,PRKAB1,SLC5A3,AFDN,OGFOD3,LARP4B,CDC42EP3,KIF4A,ORC1,MYBL1,NPRL3,ABHD5,WNK1,CNMD,ENSGALT00000031424,USF3	1	0.0269	GO:0007018(0.0269)_microtubule-based movement
