OrthologID	Updated_symbol_20180424
7279	PTAFR
7280	DNAJC8
7281	ENSGALT00000001149
7283	PRMT7
7284	ENSGALT00000001164
7285	LINGO3
7287	IST1
7291	HTR1D
7292	LUZP1
7293	ENSGALT00000001199
7294	MAPK14
7295	MAPK13
7296	EMSY
7298	FKBP6
7299	TMCO6
7300	AP1G1
7302	SLC35A4
7303	DYRK3
7304	FBXW2
7306	SELENBP1
7309	CXXC5
7311	CSNK2A2
7314	TAT
7316	CHST4
7317	KDF1
7320	ADAT1
7322	CHST6
7323	ANGPTL2
7325	ZBTB43
7330	PFDN1
7331	MVB12B
7341	LPO
7342	GMEB1
7343	CCDC27
7344	L3MBTL1
7346	DUSP16
7347	SRSF6
7348	TAF12
7349	GAPVD1
7350	GJC1
7351	MTFR1L
7352	HSPA5
7354	STT3A
7359	BTBD2
7360	MYOCD
7362	KATNB1
7364	C20H20ORF24
7366	GGT7
7367	MACO1
7371	ADGRD2
7372	UQCR11
7373	SBDS
7377	MMEL1
7378	NEK6
7380	CHAF1A
7382	ENSGALT00000001714
7383	ETS1
7385	PIRT
7386	RNF222
7387	UIMC1
7389	PANK4
7390	ENSGALT00000001766
7391	POLR2C
7392	KBP
7395	COQ9
7396	FAM192A
7397	DHX8
7398	MEOX1
7399	CIAPIN1
7401	GFOD2
7403	ENKD1
7405	PLCH2
7406	PPP2R3A
7409	PCCB
7410	PIGU
7411	HERPUD1
7412	RABGAP1
7413	CETP
7414	ZBTB6
7415	ZBTB26
7417	TMEM50A
7420	ENSGALT00000001899
7421	RC3H2
7422	CLIC4
7424	PRKCZ
7425	EOGT
7427	PRDM10
7428	GABRD
7431	CLTCL1
7432	NFRKB
7433	SNAP29
7434	EIF4H
7435	ENSGALT00000002009
7438	EPB41
7439	ST14
7440	FAM18B1
7441	EDC3
7442	ZBTB44
7443	ENSGALT00000002054
7445	RSPRY1
7446	MORN5
7448	CASP9
7454	PI4KA
7455	TTLL11
7456	MMP23B
7457	SERPIND1
7458	RNF126
7459	HIC2
7461	SPNS3
7462	SRSF4
7463	METRNL
7464	ADRA1B
7467	YDJC
7468	MECR
7469	TTC1
7471	SDF2L1
7472	PWWP2A
7474	POC1A
7475	FABP6
7476	DUSP7
7477	IGSF9B
7479	ATP5PB
7480	TNNC1
7481	PDIK1L
7482	ANKFY1
7483	C1QTNF2
7484	JAM3
7485	MIB2
7486	RAB14
7487	STMN1
7488	RAP1A
7490	ENSGALT00000002248
7491	TOP3B
7492	RRAGC
7493	KCNJ13
7494	NDRG3
7495	SREK1IP1
7496	SLU7
7498	NGEF
7499	ZNF750
7500	NEU2
7501	VPS26B
7503	FN3K
7505	CENPT
7506	RBM39
7507	PPIL2
7508	ROMO1
7512	ANP32B
7515	ACER1
7517	NUTF2
7518	NARF
7519	AP4B1
7520	INPP5B
7521	C17orf62
7522	HEXDC
7523	GNL3
7524	CDC45
7525	OGFOD3
7526	ATG16L1
7527	CUTA
7528	UTS2R
7529	DHX33
7530	MIS12
7531	GLT8D1
7532	SIN3A
7534	PSKH1
7535	DERL2
7537	SEPT2L
7538	C1QBP
7539	SPCS1
7540	SLC22A7
7542	RPAIN
7545	SETBP1
7546	SEC14L1
7547	SCAMP2
7548	CAMSAP1
7550	GABRA6
7551	ENSGALT00000002607
7552	GABRA1
7554	AC006254.1
7555	ATP6V1B2
7556	PUSL1
7557	SLC16A1
7558	CCNG1
7559	E2F4
7560	TNRC6C
7561	NUDCD2
7565	PSTPIP2
7566	ACSBG2
7567	COL26A1
7569	ELMO3
7570	ENSGALT00000002705
7571	C18orf25
7573	RNF165
7574	RFX2
7575	MFSD11
7577	PLAA
7578	HSD3B7
7582	MYL10
7583	UQCC1
7584	DUS3L
7586	JMJD6
7587	IWS1
7589	EIF6
7590	MAGI3
7591	HIKESHI
7593	GLYR1
7594	PRKRIP1
7595	ORAI2
7596	TEK
7598	ALKBH4
7599	BICC1
7600	UBE2J2
7601	RARS
7603	LRWD1
7604	ENSGALT00000002873
7605	C1QTNF12
7606	B3GALT6
7607	RSBN1
7608	POLR2J
7609	ST6GALNAC1
7610	PRPSAP1
7612	C9orf72
7613	LINGO2
7614	CCSER2
7615	TNFRSF4
7618	MMP24
7619	CARD9
7620	NTNG1
7622	ARIH1
7623	MAP1LC3A
7626	DYNLRB1
7628	IKZF5
7630	CORO2A
7631	SLC25A24
7633	SPDL1
7635	TBC1D2
7636	RSPO1
7638	MDH2
7639	ITCH
7641	STYXL1
7643	ABCA3
7644	SYT6
7646	PRPF38B
7647	GNL2
7648	TMEM120A
7651	PIGQ
7652	LIMS2
7654	BCAS2
7655	BMPR1A
7657	PDILT
7658	GPR17
7659	SNIP1
7660	MMRN2
7661	SMU1
7662	SNCG
7664	GLUD1
7665	ZC3H12A
7667	COMT
7668	AHCY
7669	ENSGALT00000003179
7671	GPRIN2
7672	EXOC7
7673	POR
7674	TANGO2
7675	POLR2D
7676	TAF15
7677	AMMECR1L
7679	NCOA4
7680	ENSGALT00000003218
7682	PLIN4
7683	FZR1
7685	NCBP1
7686	TMEM241
7687	GPSM2
7688	NRAS
7692	PFKFB4
7693	TPPP3
7694	CLCC1
7695	EVPL
7696	SEC14L5
7697	ZMYND10
7698	TEN1
7699	KCNMB1
7700	OSCP1
7701	ZDHHC8
7703	ENSGALT00000003325
7704	KCNIP1
7706	PGAM5
7707	AP2B1
7709	THRAP3
7710	CAMSAP2
7712	CPEB1
7713	PEX12
7715	ACOX1
7716	ENSGALT00000003385
7720	PLEKHB2
7722	FAM168B
7723	KIF14
7724	CHFR
7725	NR5A2
7726	PRR16
7728	ARHGEF4
7729	TNFAIP8
7731	GPR148
7732	ATP6V1G3
7734	WBP2
7735	UBN1
7736	RFFL
7739	FBXW11
7740	ATP6V0D1
7742	DENND1B
7743	SETD6
7744	NAB1
7746	HEMK1
7749	KLHL6
7750	DCUN1D3
7751	NEMP2
7752	NOC4L
7753	LYRM1
7754	KLHL24
7755	CSNK1G1
7756	MFSD6
7757	TMEM200A
7758	TRAPPC3
7759	SPSB3
7761	CRB1
7762	LIG3
7763	CHAT
7764	SEMA6A
7765	RGR
7766	YEATS2
7767	ZBTB41
7771	SLC38A7
7772	CDHR1
7773	SORD
7774	LVRN
7775	TEKT2
7776	GOT2
7778	ENSGALT00000003675
7781	ZNF609
7785	PNP
7786	OAZ2
7787	CMTR2
7789	MANF
7791	SH2D4B
7792	RUSC2
7793	RBM15B
7794	ENO1
7795	MRPS17
7799	CA6
7800	MPP3
7801	PSPH
7802	DCAF1
7804	CELF4
7805	TSPAN14
7806	SAP30BP
7807	EGFL7
7808	CCDC78
7810	SMIM5
7811	SMN
7812	DYDC1
7813	FAM69B
7814	BDP1
7815	ANKS4B
7818	CCT6A
7819	ENSGALT00000003860
7820	WDR24
7821	AQP7
7822	AQP3
7823	LRRTM2
7826	WDR75
7827	MMP17
7829	ENSGALT00000003904
7830	B3GALT2
7831	MAT1A
7832	GLRX2
7833	PHKG1
7834	SFSWAP
7835	PPP1R26
7837	ENSGALT00000003927
7839	SFTPA2
7840	SPSB1
7841	IP6K1
7842	SFPQ
7843	DNAJC18
7844	MCCC2
7845	SF3B3
7846	GJA4
7848	RGS5
7849	TSHB
7856	ENSGALT00000004056
7857	HTATIP2
7858	GULP1
7859	PPARD
7860	TPST1
7861	ARHGEF39
7862	COG4
7863	GGPS1
7864	CTNNBIP1
7865	CCBE1
7867	LZIC
7868	KCTD7
7869	RABGEF1
7870	PCOLCE2
7872	RXRA
7875	CALCRL
7877	ENSGALT00000004154
7878	TRPC1
7879	RPL10A
7880	FAM171B
7881	PLS1
7882	UBE4B
7884	FZD10
7886	CRK
7887	ATF6
7888	WDR5
7889	YWHAE
7890	TMEM132D
7891	SBNO2
7892	GRPEL2
7894	NUP35
7895	PDPR
7896	SLC15A4
7898	DNAJC9
7899	CISD1
7900	XRN1
7903	UAP1
7904	ENSGALT00000004305
7905	SLC16A3
7906	GK5
7907	ENSGALT00000004308
7908	CCDC57
7912	ENSGALT00000004323
7914	HMG20A
7915	TFDP2
7916	TMEM121
7917	PCDH15
7918	PEAK1
7920	DNAJC12
7922	SNRPC
7923	TSPAN3
7924	PITPNA
7926	PSTPIP1
7928	DUS1L
7929	MAP2
7931	WDR59
7932	ENSGALT00000004429
7933	GRK7
7934	PACSIN1
7936	RPS10
7937	SLC43A2
7940	UNC80
7942	PEX14
7943	RCN2
7944	NEURL1B
7945	OPN1MSW
7947	ERGIC1
7948	KANSL1L
7949	RSL1D1
7954	ALPK2
7955	AACS
7956	MYADML2
7957	TARDBP
7958	CTGF
7959	MOXD1
7960	SEC22B
7962	SNX29
7963	MON1A
7964	LANCL1
7968	RBM6
7969	PRPF8
7970	TXNL1
7971	FBXO22
7975	NRBF2
7976	PID1
7977	WDR81
7979	RTKN2
7980	SLC2A6
7981	UTP18
7982	SERPINF2
7983	UBE2Q2
7984	PRELID1
7985	ARID5B
7986	CA10
7987	CCL20
7988	NUP93
7989	CABCOCO1
7990	MASP2
7993	ENSGALT00000004781
7994	MKL2
7995	PLPP6
7996	DDX41
7997	PSMA4
7999	PRDX6
8000	HYKK
8001	TADA1
8004	RPA1
8005	HOMER3
8006	MFF
8007	TMEM100
8008	NUDT21
8009	NARS
8011	PCTP
8012	TOX3
8013	AMFR
8014	SMG6
8015	NOG
8017	EDEM2
8022	ZC3H7A
8024	SPAG16
8027	RETREG3
8029	REXO4
8030	STKLD1
8031	ENSGALT00000005037
8032	BRD8
8033	SURF4
8034	C16orf70
8035	SURF1
8036	TRADD
8037	MLX
8040	EIF4EBP1
8041	METTL13
8042	GABARAPL2
8043	SURF6
8044	POLDIP2
8045	TSPO2
8048	LITAF
8049	TMEM231
8051	RAB11FIP4
8052	KIF20A
8055	TXLNA
8056	NFYA
8057	ITPA
8058	ATP8B1
8059	ATP6V0A1
8060	DNAAF1
8061	UTP6
8063	VAMP4
8064	PTP4A2
8065	STAT3
8066	HSDL1
8067	SUZ12
8068	GSS
8069	CRLF3
8070	MBTPS1
8072	NSD3
8073	SLC45A2
8075	CIB2
8077	FMO4
8078	ADAP2
8079	KMT5A
8081	GORAB
8082	FAF2
8083	METTL11B
8084	MTOR
8085	GBGT1
8086	CLTB
8088	RAI14
8089	NOP16
8090	FKBP8
8091	RAD1
8093	KIAA1191
8094	BRIX1
8095	ESRP2
8097	SIMC1
8098	HERC1
8102	SBNO1
8103	NFATC3
8104	RHOT1
8106	AIMP2
8107	FBXL22
8109	RXRG
8110	NFATC3
8112	CDK2AP1
8113	NKIRAS2
8114	ZBTB8A
8116	RHBDL3
8117	AGXT2
8118	ENSGALT00000005435
8119	ADAM8
8120	NUF2
8121	PLEKHM2
8123	MGST3
8124	DNAJC7
8125	CNP
8126	USP49
8127	OCM
8130	VWC2L
8132	ACLY
8133	ERN1
8134	LMTK2
8136	BARD1
8139	TAF8
8140	MAST3
8141	TSC1
8143	SPIK5
8145	UCK2
8146	SPIK7
8147	PECAM1
8150	GPAT4
8151	IFT52
8153	ZNF511
8155	SLC12A4
8157	SLC32A1
8158	FMOD
8159	BAIAP2L1
8160	NADK2
8161	SLC6A2
8162	NPTX2
8164	SMURF2
8165	PPP1R16B
8166	TMEM130
8167	INSR
8168	MMP2
8170	KPNA2
8171	ENSGALT00000005673
8172	ENSGALT00000005674
8174	FTO
8176	ENSGALT00000005691
8180	AZIN2
8181	ENSGALT00000005719
8182	DARS2
8183	AKTIP
8187	PTEN
8189	NOL11
8190	NT5C3B
8191	ATAD1
8192	RGS16
8193	GAS2
8194	UNC119
8195	DHX35
8196	AP3M2
8198	ENSGALT00000005810
8199	PITPNC1
8200	UBLCP1
8201	DHTKD1
8202	PRKAR1B
8203	NTNG2
8204	GLUL
8205	TOP1
8208	RNF145
8210	CLINT1
8211	HELZ
8213	GDNF
8214	THG1L
8215	HAUS8
8216	FBXO42
8217	ABCB9
8218	EMC3
8219	SALL1
8220	NECAP2
8221	PLCG1
8222	POMT1
8223	MREG
8225	NIPAL4
8226	POLB
8227	A1CF
8228	NKD1
8229	ANXA2
8230	SIN3B
8232	PRRC2B
8234	PLPP7
8236	FAM78A
8237	GTF2A2
8238	DENR
8239	USP4
8240	PABPC4
8242	GPN3
8244	IFFO2
8246	NT5C1A
8247	CYFIP2
8249	CHERP
8250	ANAPC7
8251	RBM44
8252	ADCY7
8255	AIF1L
8257	GHRH
8259	MANBAL
8260	TRPM1
8261	PAPD5
8262	IFT81
8263	ITK
8264	KRT222
8266	LRRFIP1
8267	MMAB
8268	ABL1
8270	MFSD2A
8271	STX6
8272	ERCC6L
8273	SMARCE1
8274	SGCD
8275	ZNF423
8276	XPR1
8278	RAB17
8279	CACNG1
8280	MLPH
8281	MPHOSPH10
8282	PIGT
8283	CACNG5
8284	SIAH1
8285	CYP2W1
8286	CYP2W1
8287	MRPL22
8288	DBNDD2
8289	COL6A3
8292	ATOH7
8294	PBLD
8295	COPS8
8296	KLF2
8297	LONP2
8298	HNRNPH3
8299	CNOT8
8300	CEP350
8301	APOH
8303	AP1M1
8304	DBX1
8305	RPL23A
8306	FAM32A
8307	EMC1
8308	TJP1
8309	TLCD1
8311	NEK8
8313	TARSL2
8314	FAM222B
8319	TOR1AIP2
8320	GLYCTK
8321	RBMX2
8322	MATN4
8323	ENSGALT00000006421
8324	MFAP3
8325	NUFIP2
8326	CSRP3
8327	ENSGALT00000006448
8328	C7orf50
8329	GPR146
8330	LRRC49
8331	GPER1
8332	SLC25A16
8333	HTR6
8335	TET1
8337	ENSGALT00000006484
8338	ENOX2
8339	TMCO4
8340	TAOK1
8341	GRIA1
8342	ZDHHC13
8345	CHRNA7
8346	LRRC38
8347	FAM81A
8348	INTS1
8349	DHCR7
8350	ITM2A
8351	CCAR1
8352	FUCA1
8353	ENSGALT00000006540
8354	ENSGALT00000006555
8355	ENSGALT00000006557
8356	CNR2
8357	LPAR4
8358	PNRC2
8359	PABPC1L
8360	ENSGALT00000006570
8361	TDRD5
8362	SH3BP4
8363	LBFABP
8365	YWHAB
8366	C9orf78
8367	WISP2
8368	MYOM3
8369	GPT2
8370	G3BP1
8371	SLC16A6
8373	FEM1A
8374	FNDC3A
8375	ATOX1
8376	ANAPC5
8378	SPARC
8379	NSRP1
8380	MAFK
8381	RNF34
8384	DPP9
8386	PSMG3
8387	SOAT1
8388	ELFN1
8389	ADAM10
8390	ABL2
8392	IL22RA1
8393	HK1
8395	FAM20B
8396	USP40
8397	PRRX2
8398	LIPC
8401	PRKAR1A
8403	TTPAL
8404	NUDT1
8405	SLC6A4
8406	GRHL3
8407	ARR3
8409	TMEM120B
8410	SNX8
8411	DHRS3
8412	TSPAN15
8413	AQP9
8414	TNFAIP8L1
8415	NIPAL3
8416	ASB1
8417	RALGPS2
8418	TWIST2
8419	CHST12
8420	GRIFIN
8421	ANO9
8422	RCAN3
8423	HNF4A
8424	ANGPTL1
8427	TTYH3
8428	AGGF1
8429	FAT2
8430	OSER1
8432	RASAL2
8433	P4HA1
8435	IQCE
8436	ENSGALT00000006909
8438	ENSGALT00000006918
8439	HPD
8441	BRAT1
8443	WDR41
8444	SLC36A1
8445	CCDC69
8448	PRTG
8449	MRPL21
8450	GNA12
8451	PYGO1
8453	KCNJ16
8454	KCNJ2
8455	XPO1
8457	ENSGALT00000006993
8458	DNAAF4
8462	CARD11
8463	CCPG1
8464	SPECC1
8465	LRRC43
8466	ANAPC16
8467	DIABLO
8469	PIGB
8470	SCAMP1
8471	TNFRSF8
8472	ENSGALT00000007052
8473	COG1
8475	RAB27A
8476	LHFPL2
8477	ATP5J2
8478	VPS33A
8479	SHCBP1
8480	SLC13A3
8481	CYP3A5
8482	RSL24D1
8483	MIIP
8484	USP34
8486	C15orf62
8487	FOXK1
8490	CLIP1
8493	ENSGALT00000007125
8494	NCOR1
8496	AHSA2
8497	ENSGALT00000007149
8498	MIGA2
8499	PIGL
8500	RSRC2
8501	CCNE1
8503	CENPV
8505	URI1
8506	EYA2
8507	ENSGALT00000007184
8510	GPX3
8511	MFN2
8512	TNR
8513	TSHZ3
8514	VPS29
8515	MMD2
8516	PLOD1
8517	ZNF507
8518	DCTN4
8519	BAIAP3
8520	ZMYND8
8521	WDR72
8522	CACYBP
8523	RBM22
8524	DPY19L3
8526	HVCN1
8527	FAM214A
8528	PHYHD1
8531	NCOA3
8532	PPP1CC
8534	LRRC8A
8535	RABGAP1L
8536	NDST1
8537	YIPF6
8539	RC3H1
8541	SERPINC1
8542	SULF2
8543	ZBTB37
8545	HEBP2
8546	MTHFR
8547	CASC5
8548	TAX1BP3
8549	ENSGALT00000007354
8550	AGTRAP
8551	ATXN2
8552	ENSGALT00000007377
8553	DRAXIN
8554	HEPH
8556	MYO5C
8557	ENSGALT00000007396
8558	TBC1D13
8559	PDCD5
8560	FBXO2
8561	ZER1
8562	DISP3
8564	ZDHHC12
8565	ATRIP
8566	ANKRD27
8568	RGS9BP
8569	ENSGALT00000007451
8571	ARPC1A
8572	ARHGAP20
8573	ENSGALT00000007477
8574	LEO1
8575	PDAP1
8576	NCF2
8577	SET
8579	BUD31
8580	CSE1L
8581	ENSGALT00000007505
8582	CPSF4
8583	ZC4H2
8586	ASPN
8587	ULK2
8589	ENSGALT00000007539
8591	EPHA8
8592	MAPKAPK5
8594	OBSCN
8595	DHRS7B
8598	FAAP24
8599	SCG3
8600	ODF2
8602	C1QA
8603	C1QB
8604	USP22
8605	AP4E1
8606	AIFM2
8607	ENSGALT00000007628
8608	NAA25
8609	TSEN15
8610	C9orf16
8611	TNFAIP8L3
8612	H2AFY2
8613	ENSGALT00000007652
8615	C1orf50
8617	TGM6
8618	PPIF
8620	FLCN
8621	RPL6
8623	FAM57A
8625	HDAC8
8626	BUB1B-PAK6
8627	COPS3
8628	RPH3A
8629	NT5M
8630	SEMA6D
8633	CEBPG
8634	ISCU
8635	PIH1D3
8636	RPS24
8637	PEMT
8639	SLC24A5
8640	SLC2A1
8641	SWI5
8642	PEPD
8643	RFLNB
8644	PRPS1
8646	DRC3
8648	RAB9B
8649	SLC6A1
8651	HRH1
8653	CDC25A
8654	VGLL4
8655	TAMM41
8656	DAO
8658	GLA
8659	KIAA0355
8660	RPL36A-HNRNPH2
8662	IRS1
8663	WTIP
8664	SLC27A4
8665	TIMP4
8666	DLG5
8667	PPARG
8668	TSEN2
8669	USP30
8671	TOR2A
8673	COMTD1
8674	SAMD8
8675	ENSGALT00000008018
8676	SHC4
8677	ISY1
8679	ZNF608
8680	ENSGALT00000008037
8681	RAB43
8682	GP9
8683	TOP3A
8685	TMEM35A
8686	IQSEC1
8688	CMKLR1
8690	RAD51C
8691	ELP6
8692	CDHR5
8694	PRPSAP2
8695	DPM2
8696	AP3M1
8697	MPP1
8698	PDC
8699	FAM102A
8700	ENSGALT00000008137
8701	ODR4
8702	PLAU
8703	TMEM80
8704	HDAC11
8706	NDST2
8707	CUL3
8708	YPEL2
8712	MYO1H
8713	MYO1C
8714	WNT7A
8715	IVNS1ABP
8716	LSM14B
8717	DHX40
8719	PSMA7
8720	ZSWIM8
8721	SERPINE2
8722	KCTD10
8723	CLTC
8724	SS18L1
8726	WDFY1
8727	CEND1
8728	VMP1
8729	PHF2
8731	MTG2
8732	TUBD1
8735	SCG2
8736	CA7
8738	ANKRD13A
8742	VPS37C
8743	RPS6KB1
8744	DDB1
8745	OLFM3
8746	ENSGALT00000008355
8747	AQP1
8748	GHRHR
8749	CARD19
8750	MYOZ1
8752	MED13
8753	SUSD3
8754	USP54
8755	EXTL2
8756	FGD3
8758	DYNC1LI2
8759	ENSGALT00000008424
8760	CDC14A
8761	BICD2
8763	C1QTNF8
8766	ENSGALT00000008450
8768	BEAN1
8769	SEC22C
8770	INTS2
8771	PXYLP1
8772	OLFML1
8773	RTCA
8774	CDH11
8775	NKTR
8776	ZBTB47
8777	TRMT13
8778	ENSGALT00000008482
8779	KLHL40
8780	HHATL
8782	ANXA7
8783	CCDC13
8785	LOX
8787	DCP1A
8788	DIRAS2
8790	MFSD14A
8791	SNCAIP
8792	GJC2
8794	GUK1
8795	PPIC
8796	USP32
8797	ZBTB5
8799	PTH
8800	CA4
8801	ENSGALT00000008607
8802	NARFL
8803	MRPS22
8804	CEP120
8807	WWOX
8808	FUNDC2
8809	SELENOK
8811	GGNBP2
8813	DHRS11
8814	LRTM1
8815	AGL
8816	BCO1
8818	WNT5A
8820	TTC39B
8821	JMJD4
8825	ALS2CL
8827	CER1
8828	PKD1L3
8829	ZDHHC21
8831	PALMD
8832	MYL3
8833	HELLS
8834	PLCG2
8836	SDR42E1
8837	RPL3L
8838	FAM208A
8839	PLPPR4
8840	ENSGALT00000008776
8841	HSD17B2
8843	NAT
8844	PNAT10
8845	RHOGL
8846	PTH1R
8847	MPHOSPH6
8848	SNX7
8849	ARHGEF3
8851	RPS2
8852	ITGB1BP2
8854	IL17RD
8857	NONO
8858	SETD2
8859	GRK3
8860	TLL2
8861	PER2
8862	DYNLL2
8863	CAB39
8864	TM9SF3
8865	TCOF1
8866	GJB1
8867	ENSGALT00000008892
8868	GPR35
8869	ST6GAL1
8870	DKK3
8871	PTBP2
8872	ADIPOQ
8873	MRPS23
8874	MSI1
8876	USP47
8877	HCCS
8878	NOLC1
8879	ATP2C2
8880	EIF4G2
8883	ENSGALT00000008982
8884	OGFR
8885	PITX3
8886	ARSI
8887	CTR9
8888	F3
8889	TFIP11
8890	TPST2
8894	GBF1
8895	LYVE1
8896	RNF141
8897	ENSGALT00000009061
8901	DENND6A
8903	ADD1
8904	AMPD3
8905	UBE2G2
8906	FGF7
8907	SLC6A7
8908	PTTG1IP
8909	FLNB
8912	ARHGAP29
8913	FBXL15
8914	CRISPLD2
8915	CHEK2
8916	ABHD6
8917	C17orf108
8918	HIF1AN
8919	NLK
8920	GID8
8921	IP6K2
8922	TMEM97
8923	CTDSPL
8924	TNFAIP1
8925	MTHFSD
8926	PDGFRA
8927	PDGFRB
8929	ITGB1BP3
8930	WNT8B
8931	BLOC1S6
8932	EMC8
8933	SWAP70
8935	ENSGALT00000009239
8937	IRF8
8939	BIRC7
8940	PKD2L1
8942	ZCCHC14
8943	BOK
8944	NKAIN4
8945	TEX11
8946	TECR
8947	FBXO31
8948	ARFGAP1
8949	GCLM
8950	MAP1LC3B
8952	ENSGALT00000009301
8954	COL20A1
8955	IPO7
8956	KREMEN1
8957	SEPT2
8958	NUDT2
8959	ENSGALT00000009334
8961	BCAR3
8965	RPP25L
8966	PAFAH1B1
8967	ARID3C
8968	GDPD2
8969	EEF1A2
8971	SRMS
8972	HTR2C
8973	ENSGALT00000009408
8974	DR1
8977	ENSGALT00000009426
8979	MARCH8
8980	COPG1
8981	BANP
8982	MLST8
8983	LRCH2
8984	MAPKKK3L
8985	ESS2
8986	WSCD1
8987	PXDNL
8988	ZFAND4
8989	ENSGALT00000009488
8991	HMCES
8992	DND1
8994	RAB7A
8995	NRIP3
8996	EEFSEC
8997	ENSGALT00000009524
8998	MGAT4B
8999	PLS3
9000	RUVBL1
9002	EVI5
9004	ZNF639
9005	RPL27A
9006	OPRL1
9008	ENSGALT00000009570
9009	RPAP2
9010	ENSGALT00000009577
9011	SLC6A14
9012	TRIM66
9013	DGUOK
9014	ENSGALT00000009589
9015	SEC61A1
9019	ZNF488
9020	BTBD8
9021	RBP3
9022	GDF2
9023	KLHL13
9024	SMARCB1
9025	GDF10
9026	TUB
9028	MGLL
9029	DERL3
9030	SLC13A5
9031	FSD2
9032	WDR44
9033	ABTB1
9034	ADAMTS2
9035	PRPF6
9036	MED31
9038	HOMER2
9039	FAM103A1
9040	COPB1
9041	BTBD1
9042	CNOT6
9043	CSRNP1
9044	IL13RA1
9045	GORASP1
9047	DNAJC5
9049	CYP2R1
9053	CLK4
9056	MBNL3
9057	TNRC6A
9058	SMTNL2
9062	RASGEF1C
9063	GPC4
9064	TMPRSS12
9065	LMNA
9066	ZGPAT
9068	PHF6
9069	FRMPD2
9070	ARFRP1
9071	ADAMTSL3
9073	MAPK8
9074	ZNF326
9075	PIK3C2A
9077	MYOT
9078	ENSGALT00000009890
9079	MOSPD1
9082	DIP2B
9083	GGA2
9084	ENSGALT00000009924
9085	NUCB2
9087	EXOG
9088	ENSGALT00000009939
9090	MMGT1
9091	LARP4
9093	LRRC18
9094	LRRC8C
9098	FHL1
9100	CSNK2A1
9101	TBC1D20
9103	GTF2B
9105	OTOG
9106	ENSGALT00000010030
9107	KCNC1
9110	ACSF3
9114	SERGEF
9115	GALNT11
9117	TPH1
9118	PKN2
9119	ENSGALT00000010090
9121	ENSGALT00000010099
9123	SPOCK1
9125	CFAP100
9126	CXCL12
9129	RACGAP1
9130	ZXDC
9132	GTF2H1
9133	GALNS
9134	THAP4
9135	ACTR3B
9136	ATG4B
9137	LDHA
9138	UROC1
9139	NSMCE1
9141	TSG101
9142	IL4R
9144	IL21R
9145	TGFBI
9147	LECT2
9148	ENSGALT00000010226
9150	FBXL21
9151	IL9
9152	RBM17
9153	IL2RA
9154	k123
9155	SLC25A48
9156	CH25H
9157	SPTY2D1
9158	XPC
9159	H2AFY
9162	TBX6
9164	LIPA
9166	ENSGALT00000010311
9167	IL9R
9168	WDR53
9169	TLNRD1
9170	OSBPL5
9171	MESD
9172	DDX46
9173	CEP19
9174	BRS3
9175	PIGX
9176	VGLL1
9177	CEMIP
9178	CD40LG
9179	PDPK1
9180	ABHD17C
9182	SLC6A6
9183	PAK2
9184	CARS
9185	UBE2B
9186	ARHGEF6
9187	GAL3ST4
9188	ARNT2
9190	DUSP15
9191	SMPD4
9192	C16orf45
9193	RBMX
9196	PPP2CA
9197	CCDC51
9200	AC104109.3
9201	MARF1
9203	FAH
9205	ENSGALT00000010483
9206	RPP30
9207	TM9SF2L
9208	RYK
9209	GRAMD1B
9213	GGT5
9214	PCGF5
9215	VDAC1
9216	ZFAND6
9217	C5orf15
9218	BCL2A1
9219	KIAA1024
9220	MYH11
9223	PLXNB1
9224	CRTAM
9225	TSSC4
9226	TRA2A
9227	FOPNL
9228	PEX11A
9229	TBC1D12
9230	DD1CR
9231	ESYT2
9232	SRPK3
9234	TSPAN32
9235	TH
9236	INS-IGF2
9240	UBASH3B
9241	TM9SF4
9242	RAPGEF6
9243	TNNT3
9244	VIPR2
9246	PLAGL2
9247	CLDN18
9248	SNRPD3
9249	KIF3B
9250	LGI1
9251	KIAA1324L
9252	GUCD1
9253	ENSGALT00000010667
9254	ASXL1
9255	CTSD
9257	FRA10AC1
9258	UPB1
9259	COMMD7
9260	TICRR
9261	TMEM243
9262	RHCG
9263	HSPA14
9264	ACSL6
9266	ABCC1
9267	TMEM41A
9269	DIP2C
9272	MAPRE1
9273	FANCI
9277	PRPF18
9278	LARP4B
9279	POU2F3
9281	BRSK2
9283	ABHD2
9284	ECHDC3
9285	ARPC4
9286	BCR
9287	TOLLIP
9288	VPS8
9289	USP6NL
9293	IDI1
9294	ENSGALT00000010877
9296	CYP26A1
9297	TAF3
9298	AEN
9300	DET1
9301	THY1
9306	SLC22A5
9307	EXOC6
9308	DEPDC5
9309	CBL
9310	KIN
9311	RPS15A
9314	ENSGALT00000010966
9315	ARL6IP1
9316	IRF1
9317	TTI1
9320	PLSCR5
9321	TSPAN6
9324	AGBL1
9325	TNMD
9326	USP19
9328	SMG1
9331	ITIH2
9332	CPB1
9334	ENSGALT00000011065
9336	AKAP13
9338	SYT17
9340	CD151
9341	ACSF2
9342	SPATA20
9343	PRR14L
9344	COQ7
9345	ENSGALT00000011108
9346	QRICH1
9347	PISD
9349	KLHL4
9350	LRRC56
9352	MARCH5
9353	ENSGALT00000011170
9354	ENSGALT00000011182
9355	CPEB3
9356	POF1B
9357	CCP110
9359	ZNF711
9361	MOSMO
9362	BTAF1
9364	PFKP
9365	ENSGALT00000011252
9366	BDH1
9367	CHD2
